time,temperature_2m (°C),relative_humidity_2m (%),apparent_temperature (°C),precipitation (mm),rain (mm),cloud_cover (%),wind_speed_10m (km/h),is_day (),sunshine_duration (s),direct_radiation (W/m²),diffuse_radiation (W/m²),direct_normal_irradiance (W/m²)
2022-03-09 04:00,12.8,86,11.1,0.00,0.00,28,12.2,0,0.00,0.0,0.0,0.0
2022-03-09 05:00,12.8,85,10.9,0.00,0.00,19,13.8,0,0.00,0.0,0.0,0.0
2022-03-09 06:00,12.8,84,10.9,0.00,0.00,20,14.0,0,0.00,0.0,0.0,0.0
2022-03-09 07:00,12.8,84,10.9,0.00,0.00,22,13.8,1,0.00,0.0,0.0,0.0
2022-03-09 08:00,13.6,82,11.6,0.00,0.00,4,14.8,1,2202.68,25.0,24.0,187.2
2022-03-09 09:00,15.0,70,12.2,0.00,0.00,26,18.2,1,3600.00,160.0,70.0,556.8
2022-03-09 10:00,15.7,64,12.5,0.00,0.00,28,20.5,1,3600.00,217.0,146.0,474.7
2022-03-09 11:00,16.3,61,12.6,0.00,0.00,58,22.7,1,3600.00,411.0,130.0,693.7
2022-03-09 12:00,15.4,71,12.1,0.20,0.20,100,23.2,1,3600.00,193.0,297.0,282.1
2022-03-09 13:00,15.8,71,12.7,0.20,0.20,70,22.3,1,473.33,55.0,319.0,75.8
2022-03-09 14:00,16.3,66,13.0,0.00,0.00,81,22.3,1,3600.00,194.0,293.0,271.4
2022-03-09 15:00,16.4,64,13.1,0.00,0.00,62,21.9,1,3600.00,300.0,214.0,460.3
2022-03-09 16:00,16.0,66,12.8,0.00,0.00,57,21.5,1,3600.00,206.0,187.0,380.7
2022-03-09 17:00,14.4,75,11.3,0.20,0.20,96,20.7,1,1043.98,37.0,155.0,94.8
2022-03-09 18:00,13.3,83,11.5,0.60,0.60,92,13.7,1,0.00,0.0,41.0,0.0
2022-03-09 19:00,12.7,87,11.5,0.30,0.30,73,9.4,0,0.00,0.0,5.0,0.0
2022-03-09 20:00,12.5,90,11.7,0.10,0.10,60,7.6,0,0.00,0.0,0.0,0.0
2022-03-09 21:00,12.7,89,11.6,0.10,0.10,74,9.5,0,0.00,0.0,0.0,0.0
2022-03-09 22:00,12.9,89,12.0,0.00,0.00,100,8.7,0,0.00,0.0,0.0,0.0
2022-03-09 23:00,13.1,89,12.1,0.00,0.00,4,9.9,0,0.00,0.0,0.0,0.0
2022-03-10 00:00,12.2,89,11.2,0.00,0.00,10,7.9,0,0.00,0.0,0.0,0.0
2022-03-10 01:00,12.4,90,11.3,0.00,0.00,11,9.4,0,0.00,0.0,0.0,0.0
2022-03-10 02:00,12.0,92,11.1,0.00,0.00,18,7.8,0,0.00,0.0,0.0,0.0
2022-03-10 03:00,12.2,92,11.2,0.00,0.00,17,9.3,0,0.00,0.0,0.0,0.0
2022-03-10 04:00,12.3,92,11.3,0.00,0.00,56,9.2,0,0.00,0.0,0.0,0.0
2022-03-10 05:00,12.9,92,12.1,0.00,0.00,63,9.3,0,0.00,0.0,0.0,0.0
2022-03-10 06:00,13.0,92,11.9,0.00,0.00,100,11.0,0,0.00,0.0,0.0,0.0
2022-03-10 07:00,13.0,92,11.8,0.10,0.10,55,11.7,1,0.00,0.0,0.0,0.0
2022-03-10 08:00,13.7,89,12.3,0.00,0.00,53,13.7,1,1239.90,17.0,31.0,124.8
2022-03-10 09:00,14.6,86,12.6,0.20,0.20,90,18.1,1,3600.00,56.0,91.0,191.4
2022-03-10 10:00,15.3,82,13.0,0.00,0.00,100,20.1,1,2158.14,61.0,150.0,131.9
2022-03-10 11:00,15.8,76,12.8,0.00,0.00,62,24.2,1,3600.00,133.0,199.0,222.6
2022-03-10 12:00,15.8,77,12.5,0.10,0.10,97,26.5,1,3600.00,135.0,285.0,195.9
2022-03-10 13:00,16.3,74,12.8,0.10,0.10,100,27.6,1,3600.00,241.0,300.0,329.9
2022-03-10 14:00,15.8,75,12.2,0.20,0.20,100,28.2,1,3600.00,138.0,241.0,191.9
2022-03-10 15:00,14.8,83,11.4,0.20,0.20,100,27.3,1,0.00,1.0,141.0,1.5
2022-03-10 16:00,14.6,86,11.5,0.30,0.30,100,26.1,1,0.00,0.0,119.0,0.0
2022-03-10 17:00,14.6,88,12.0,0.10,0.10,79,23.3,1,0.00,8.0,100.0,20.3
2022-03-10 18:00,14.5,88,11.5,0.10,0.10,100,25.8,1,0.00,10.0,65.0,46.9
2022-03-10 19:00,14.4,90,11.3,0.50,0.50,100,27.3,0,0.00,0.0,3.0,0.0
2022-03-10 20:00,14.2,93,11.0,2.80,2.80,100,29.2,0,0.00,0.0,0.0,0.0
2022-03-10 21:00,14.3,93,11.6,1.10,1.10,100,25.4,0,0.00,0.0,0.0,0.0
2022-03-10 22:00,14.7,93,12.3,0.20,0.20,68,24.4,0,0.00,0.0,0.0,0.0
2022-03-10 23:00,14.5,93,11.9,0.00,0.00,52,24.9,0,0.00,0.0,0.0,0.0
2022-03-11 00:00,14.5,94,11.9,0.10,0.10,63,25.5,0,0.00,0.0,0.0,0.0
2022-03-11 01:00,14.5,93,11.6,0.10,0.10,90,26.9,0,0.00,0.0,0.0,0.0
2022-03-11 02:00,14.4,94,11.7,0.60,0.60,100,25.5,0,0.00,0.0,0.0,0.0
2022-03-11 03:00,14.3,93,12.2,1.20,1.20,100,20.9,0,0.00,0.0,0.0,0.0
2022-03-11 04:00,14.1,90,12.6,0.00,0.00,93,15.6,0,0.00,0.0,0.0,0.0
2022-03-11 05:00,13.5,89,12.2,0.00,0.00,96,12.4,0,0.00,0.0,0.0,0.0
2022-03-11 06:00,13.3,89,12.4,0.00,0.00,96,9.9,0,0.00,0.0,0.0,0.0
2022-03-11 07:00,13.0,88,12.1,0.00,0.00,95,8.1,1,0.00,0.0,0.0,0.0
2022-03-11 08:00,13.2,85,12.1,0.00,0.00,94,9.7,1,0.00,0.0,29.0,0.0
2022-03-11 09:00,14.2,79,13.1,0.00,0.00,90,9.4,1,0.00,11.0,124.0,36.9
2022-03-11 10:00,14.9,73,13.2,0.00,0.00,96,11.9,1,1279.82,48.0,199.0,102.7
2022-03-11 11:00,15.3,68,13.2,0.00,0.00,94,13.6,1,1435.69,65.0,279.0,107.9
2022-03-11 12:00,14.8,67,12.4,0.10,0.10,97,14.4,1,0.00,27.0,278.0,38.9
2022-03-11 13:00,14.9,63,12.2,0.00,0.00,87,15.3,1,280.87,51.0,225.0,69.4
2022-03-11 14:00,15.4,61,12.8,0.00,0.00,70,14.0,1,3091.06,118.0,304.0,163.0
2022-03-11 15:00,15.2,63,12.4,0.00,0.00,29,15.9,1,3600.00,140.0,277.0,212.0
2022-03-11 16:00,15.4,64,13.0,0.00,0.00,32,13.9,1,3600.00,374.0,115.0,681.1
2022-03-11 17:00,14.9,64,12.4,0.00,0.00,9,13.7,1,3600.00,223.0,99.0,560.6
2022-03-11 18:00,13.8,68,11.8,0.00,0.00,8,10.1,1,3600.00,99.0,59.0,456.7
2022-03-11 19:00,11.6,79,10.3,0.00,0.00,7,5.6,0,89.77,7.0,11.0,72.8
2022-03-11 20:00,10.6,84,9.3,0.00,0.00,7,5.9,0,0.00,0.0,0.0,0.0
2022-03-11 21:00,10.4,85,8.9,0.00,0.00,10,6.3,0,0.00,0.0,0.0,0.0
2022-03-11 22:00,9.2,89,7.3,0.00,0.00,33,8.8,0,0.00,0.0,0.0,0.0
2022-03-11 23:00,11.1,82,9.7,0.00,0.00,10,6.5,0,0.00,0.0,0.0,0.0
2022-03-12 00:00,10.5,85,8.8,0.00,0.00,10,7.6,0,0.00,0.0,0.0,0.0
2022-03-12 01:00,8.9,88,6.8,0.00,0.00,10,9.7,0,0.00,0.0,0.0,0.0
2022-03-12 02:00,10.2,87,8.6,0.00,0.00,65,7.2,0,0.00,0.0,0.0,0.0
2022-03-12 03:00,11.6,83,10.0,0.00,0.00,83,8.9,0,0.00,0.0,0.0,0.0
2022-03-12 04:00,12.2,79,10.4,0.00,0.00,99,9.7,0,0.00,0.0,0.0,0.0
2022-03-12 05:00,12.0,81,9.8,0.00,0.00,95,12.8,0,0.00,0.0,0.0,0.0
2022-03-12 06:00,12.3,80,10.0,0.00,0.00,100,13.5,0,0.00,0.0,0.0,0.0
2022-03-12 07:00,13.0,77,10.1,0.10,0.10,100,18.3,1,0.00,0.0,0.0,0.0
2022-03-12 08:00,13.4,79,10.5,0.20,0.20,100,20.0,1,0.00,0.0,28.0,0.0
2022-03-12 09:00,13.6,85,11.1,0.30,0.30,100,19.7,1,0.00,1.0,91.0,3.3
2022-03-12 10:00,14.6,79,12.0,0.10,0.10,100,20.2,1,1943.72,59.0,181.0,124.8
2022-03-12 11:00,15.2,78,11.7,0.30,0.30,100,26.3,1,2938.71,96.0,279.0,158.0
2022-03-12 12:00,14.5,85,11.7,0.10,0.10,100,23.2,1,2277.91,95.0,317.0,135.9
2022-03-12 13:00,14.8,82,11.6,0.10,0.10,100,25.2,1,0.00,2.0,169.0,2.7
2022-03-12 14:00,15.0,77,11.4,0.20,0.20,100,27.2,1,0.00,13.0,242.0,17.9
2022-03-12 15:00,14.8,86,12.1,0.60,0.60,100,24.4,1,0.00,8.0,198.0,12.0
2022-03-12 16:00,14.0,92,11.5,2.70,2.70,100,23.6,1,0.00,0.0,68.0,0.0
2022-03-12 17:00,13.8,91,11.6,3.10,3.10,100,20.5,1,0.00,0.0,40.0,0.0
2022-03-12 18:00,13.7,93,11.2,2.90,2.90,100,22.2,1,0.00,0.0,13.0,0.0
2022-03-12 19:00,13.7,94,12.1,4.10,4.10,100,17.3,0,0.00,0.0,2.0,0.0
2022-03-12 20:00,13.6,92,13.0,2.60,2.60,100,8.9,0,0.00,0.0,0.0,0.0
2022-03-12 21:00,13.4,93,12.9,0.20,0.20,99,8.5,0,0.00,0.0,0.0,0.0
2022-03-12 22:00,13.1,89,11.7,0.00,0.00,72,12.2,0,0.00,0.0,0.0,0.0
2022-03-12 23:00,12.3,92,10.9,0.00,0.00,53,11.7,0,0.00,0.0,0.0,0.0
2022-03-13 00:00,12.4,86,10.7,0.00,0.00,24,11.8,0,0.00,0.0,0.0,0.0
2022-03-13 01:00,11.7,85,9.8,0.00,0.00,38,11.7,0,0.00,0.0,0.0,0.0
2022-03-13 02:00,11.1,85,9.3,0.00,0.00,32,9.9,0,0.00,0.0,0.0,0.0
2022-03-13 03:00,10.8,83,8.9,0.00,0.00,32,9.2,0,0.00,0.0,0.0,0.0
2022-03-13 04:00,8.6,89,6.7,0.00,0.00,1,8.1,0,0.00,0.0,0.0,0.0
2022-03-13 05:00,7.6,90,5.2,0.00,0.00,11,9.2,0,0.00,0.0,0.0,0.0
2022-03-13 06:00,7.4,90,5.1,0.00,0.00,0,8.9,0,0.00,0.0,0.0,0.0
2022-03-13 07:00,7.2,91,4.8,0.00,0.00,25,9.1,1,0.00,0.0,0.0,0.0
2022-03-13 08:00,10.6,84,9.3,0.00,0.00,8,5.4,1,2578.40,41.0,34.0,284.2
2022-03-13 09:00,12.6,81,12.2,0.00,0.00,11,1.9,1,3600.00,190.0,71.0,615.9
2022-03-13 10:00,14.3,68,13.1,0.10,0.10,62,5.4,1,3600.00,333.0,106.0,696.6
2022-03-13 11:00,15.3,58,13.3,0.00,0.00,75,8.7,1,3600.00,355.0,169.0,579.3
2022-03-13 12:00,15.5,59,14.0,0.00,0.00,82,8.3,1,3600.00,394.0,214.0,559.8
2022-03-13 13:00,15.5,60,13.3,0.00,0.00,100,11.7,1,3600.00,233.0,309.0,312.9
2022-03-13 14:00,15.0,64,12.5,0.10,0.10,49,14.4,1,3600.00,150.0,306.0,204.7
2022-03-13 15:00,15.3,62,12.7,0.00,0.00,42,14.1,1,3600.00,250.0,277.0,373.9
2022-03-13 16:00,14.7,64,11.9,0.00,0.00,55,15.3,1,3600.00,158.0,231.0,283.7
2022-03-13 17:00,13.8,69,11.4,0.00,0.00,44,13.8,1,2271.81,55.0,159.0,135.7
2022-03-13 18:00,13.4,73,11.6,0.00,0.00,53,9.4,1,0.00,13.0,83.0,58.1
2022-03-13 19:00,11.8,82,10.6,0.00,0.00,40,6.1,0,0.00,1.0,13.0,10.0
2022-03-13 20:00,11.3,85,10.1,0.00,0.00,30,6.4,0,0.00,0.0,0.0,0.0
2022-03-13 21:00,11.5,84,10.2,0.00,0.00,32,6.9,0,0.00,0.0,0.0,0.0
2022-03-13 22:00,10.4,87,8.7,0.00,0.00,31,8.2,0,0.00,0.0,0.0,0.0
2022-03-13 23:00,9.7,89,8.0,0.00,0.00,69,8.0,0,0.00,0.0,0.0,0.0
2022-03-14 00:00,10.9,90,9.8,0.00,0.00,41,5.9,0,0.00,0.0,0.0,0.0
2022-03-14 01:00,10.5,89,9.3,0.00,0.00,65,6.6,0,0.00,0.0,0.0,0.0
2022-03-14 02:00,10.5,87,8.9,0.00,0.00,54,7.9,0,0.00,0.0,0.0,0.0
2022-03-14 03:00,10.5,90,8.6,0.10,0.10,60,11.2,0,0.00,0.0,0.0,0.0
2022-03-14 04:00,10.4,93,8.6,0.00,0.00,31,11.0,0,0.00,0.0,0.0,0.0
2022-03-14 05:00,10.1,92,8.3,0.00,0.00,31,10.6,0,0.00,0.0,0.0,0.0
2022-03-14 06:00,9.8,93,8.3,0.00,0.00,67,7.9,0,0.00,0.0,0.0,0.0
2022-03-14 07:00,9.8,91,8.0,0.00,0.00,92,9.7,1,0.00,0.0,0.0,0.0
2022-03-14 08:00,10.5,85,7.9,0.00,0.00,55,13.9,1,0.00,0.0,43.0,0.0
2022-03-14 09:00,11.6,77,8.8,0.00,0.00,51,15.5,1,3600.00,135.0,98.0,430.2
2022-03-14 10:00,12.6,70,9.4,0.00,0.00,81,16.8,1,3600.00,258.0,146.0,533.9
2022-03-14 11:00,13.8,66,10.9,0.00,0.00,78,15.0,1,3600.00,173.0,282.0,280.0
2022-03-14 12:00,13.7,73,12.1,0.00,0.00,32,13.4,1,3600.00,437.0,217.0,616.6
2022-03-14 13:00,13.6,73,10.5,0.30,0.30,82,21.2,1,3600.00,420.0,179.0,560.5
2022-03-14 14:00,14.3,67,10.9,0.10,0.10,52,20.4,1,3600.00,219.0,218.0,297.1
2022-03-14 15:00,13.7,67,10.1,0.10,0.10,100,20.9,1,3600.00,156.0,258.0,231.9
2022-03-14 16:00,13.6,64,10.1,0.00,0.00,33,18.9,1,1142.12,55.0,170.0,98.1
2022-03-14 17:00,14.0,63,11.2,0.00,0.00,61,13.8,1,3600.00,93.0,176.0,227.4
2022-03-14 18:00,13.4,65,10.8,0.00,0.00,40,12.3,1,1367.06,24.0,87.0,105.6
2022-03-14 19:00,12.2,70,9.4,0.00,0.00,30,13.9,0,0.00,1.0,15.0,9.9
2022-03-14 20:00,11.5,74,8.6,0.00,0.00,14,14.7,0,0.00,0.0,0.0,0.0
2022-03-14 21:00,11.0,82,8.3,0.00,0.00,40,14.8,0,0.00,0.0,0.0,0.0
2022-03-14 22:00,11.0,81,8.7,0.00,0.00,31,12.1,0,0.00,0.0,0.0,0.0
2022-03-14 23:00,10.8,84,8.3,0.00,0.00,43,13.8,0,0.00,0.0,0.0,0.0
2022-03-15 00:00,10.5,90,8.2,0.00,0.00,29,13.8,0,0.00,0.0,0.0,0.0
2022-03-15 01:00,10.6,89,8.2,0.00,0.00,27,14.4,0,0.00,0.0,0.0,0.0
2022-03-15 02:00,10.4,90,8.0,0.00,0.00,39,14.4,0,0.00,0.0,0.0,0.0
2022-03-15 03:00,10.4,90,7.9,0.00,0.00,72,15.1,0,0.00,0.0,0.0,0.0
2022-03-15 04:00,10.4,91,8.1,0.10,0.10,62,14.2,0,0.00,0.0,0.0,0.0
2022-03-15 05:00,10.5,90,8.0,0.00,0.00,29,14.9,0,0.00,0.0,0.0,0.0
2022-03-15 06:00,10.2,91,7.9,0.00,0.00,23,13.6,0,0.00,0.0,0.0,0.0
2022-03-15 07:00,10.6,87,8.3,0.00,0.00,61,13.8,1,0.00,0.0,0.0,0.0
2022-03-15 08:00,11.7,83,9.4,0.00,0.00,60,13.2,1,0.00,0.0,17.0,0.0
2022-03-15 09:00,12.9,79,11.3,0.00,0.00,26,9.9,1,0.00,19.0,84.0,59.5
2022-03-15 10:00,15.9,66,14.1,0.00,0.00,72,11.5,1,3600.00,334.0,114.0,683.8
2022-03-15 11:00,16.6,61,14.2,0.00,0.00,36,14.8,1,3600.00,174.0,221.0,279.3
2022-03-15 12:00,17.3,63,15.1,0.00,0.00,68,18.9,1,3600.00,410.0,237.0,574.6
2022-03-15 13:00,17.9,63,16.3,0.00,0.00,44,17.2,1,3600.00,462.0,226.0,612.8
2022-03-15 14:00,18.8,61,17.2,0.00,0.00,76,15.5,1,3600.00,411.0,193.0,554.4
2022-03-15 15:00,19.0,61,17.2,0.00,0.00,100,15.3,1,3600.00,267.0,184.0,394.5
2022-03-15 16:00,18.4,65,16.8,0.00,0.00,30,14.9,1,3600.00,109.0,187.0,193.0
2022-03-15 17:00,18.0,71,17.3,0.00,0.00,16,11.2,1,3600.00,117.0,102.0,283.6
2022-03-15 18:00,17.7,74,17.5,0.00,0.00,54,7.9,1,3600.00,103.0,58.0,446.2
2022-03-15 19:00,14.8,88,14.8,0.40,0.40,90,6.3,0,71.79,7.0,10.0,68.0
2022-03-15 20:00,15.1,84,15.1,0.40,0.40,76,5.4,0,0.00,0.0,0.0,0.0
2022-03-15 21:00,15.2,86,14.3,0.10,0.10,11,12.1,0,0.00,0.0,0.0,0.0
2022-03-15 22:00,14.5,85,13.3,0.00,0.00,23,12.2,0,0.00,0.0,0.0,0.0
2022-03-15 23:00,14.2,86,12.5,0.00,0.00,68,15.5,0,0.00,0.0,0.0,0.0
2022-03-16 00:00,15.3,78,13.5,0.00,0.00,56,15.7,0,0.00,0.0,0.0,0.0
2022-03-16 01:00,16.0,73,14.0,0.00,0.00,30,16.6,0,0.00,0.0,0.0,0.0
2022-03-16 02:00,16.1,72,13.7,0.00,0.00,27,18.2,0,0.00,0.0,0.0,0.0
2022-03-16 03:00,15.1,73,13.2,0.00,0.00,11,13.3,0,0.00,0.0,0.0,0.0
2022-03-16 04:00,14.5,77,12.3,0.00,0.00,9,16.1,0,0.00,0.0,0.0,0.0
2022-03-16 05:00,14.2,77,11.8,0.00,0.00,14,16.8,0,0.00,0.0,0.0,0.0
2022-03-16 06:00,13.9,77,11.9,0.00,0.00,13,13.6,0,0.00,0.0,0.0,0.0
2022-03-16 07:00,13.2,80,11.0,0.00,0.00,6,15.2,1,0.00,0.0,1.0,0.0
2022-03-16 08:00,13.6,88,10.9,0.00,0.00,82,22.2,1,2863.24,47.0,39.0,308.5
2022-03-16 09:00,14.6,87,11.4,0.00,0.00,100,26.6,1,3600.00,96.0,111.0,295.9
2022-03-16 10:00,15.5,80,12.0,0.00,0.00,79,28.2,1,3600.00,164.0,175.0,332.2
2022-03-16 11:00,16.5,75,13.0,0.00,0.00,41,28.2,1,3600.00,316.0,212.0,503.1
2022-03-16 12:00,17.8,70,15.8,0.00,0.00,70,22.3,1,3600.00,455.0,210.0,633.4
2022-03-16 13:00,17.1,72,14.0,0.00,0.00,100,25.6,1,3600.00,229.0,247.0,301.9
2022-03-16 14:00,16.1,78,12.6,0.00,0.00,94,28.5,1,332.17,53.0,267.0,71.1
2022-03-16 15:00,16.6,79,13.7,0.30,0.30,82,25.6,1,3600.00,239.0,277.0,351.0
2022-03-16 16:00,15.2,84,11.9,0.30,0.30,100,27.3,1,2791.13,87.0,173.0,153.0
2022-03-16 17:00,14.6,82,11.0,0.00,0.00,100,28.1,1,2020.79,53.0,130.0,127.4
2022-03-16 18:00,14.6,80,10.9,0.00,0.00,27,28.3,1,3066.09,38.0,77.0,162.2
2022-03-16 19:00,13.7,80,9.5,0.00,0.00,28,30.1,0,65.24,7.0,14.0,66.9
2022-03-16 20:00,13.6,79,9.5,0.00,0.00,14,28.7,0,0.00,0.0,0.0,0.0
2022-03-16 21:00,13.6,77,9.2,0.00,0.00,4,29.5,0,0.00,0.0,0.0,0.0
2022-03-16 22:00,13.5,76,9.4,0.00,0.00,22,27.4,0,0.00,0.0,0.0,0.0
2022-03-16 23:00,13.4,77,9.4,0.00,0.00,10,26.6,0,0.00,0.0,0.0,0.0
2022-03-17 00:00,13.7,78,10.0,0.00,0.00,87,25.6,0,0.00,0.0,0.0,0.0
2022-03-17 01:00,13.8,76,10.2,0.00,0.00,83,23.7,0,0.00,0.0,0.0,0.0
2022-03-17 02:00,13.7,75,10.3,0.00,0.00,50,22.4,0,0.00,0.0,0.0,0.0
2022-03-17 03:00,13.3,76,10.1,0.00,0.00,40,20.9,0,0.00,0.0,0.0,0.0
2022-03-17 04:00,13.1,77,10.0,0.00,0.00,30,20.2,0,0.00,0.0,0.0,0.0
2022-03-17 05:00,13.1,76,10.0,0.00,0.00,25,19.1,0,0.00,0.0,0.0,0.0
2022-03-17 06:00,12.9,75,9.7,0.00,0.00,26,19.5,0,0.00,0.0,0.0,0.0
2022-03-17 07:00,13.1,72,9.8,0.00,0.00,31,19.4,1,0.00,0.0,1.0,0.0
2022-03-17 08:00,13.8,69,10.6,0.00,0.00,20,19.2,1,2958.18,45.0,40.0,290.2
2022-03-17 09:00,15.1,67,12.1,0.00,0.00,2,18.8,1,3600.00,193.0,79.0,585.3
2022-03-17 10:00,16.2,58,12.4,0.00,0.00,0,22.4,1,3600.00,366.0,95.0,733.7
2022-03-17 11:00,17.3,56,14.2,0.00,0.00,0,20.8,1,3600.00,521.0,102.0,823.0
2022-03-17 12:00,17.3,55,14.4,0.00,0.00,18,22.7,1,3600.00,624.0,107.0,862.9
2022-03-17 13:00,18.6,53,16.2,0.00,0.00,8,22.2,1,3600.00,647.0,125.0,847.9
2022-03-17 14:00,19.3,50,16.5,0.00,0.00,14,23.6,1,3600.00,650.0,112.0,866.7
2022-03-17 15:00,19.4,51,16.7,0.00,0.00,29,21.1,1,3600.00,575.0,109.0,839.5
2022-03-17 16:00,19.6,50,16.3,0.00,0.00,30,20.4,1,3600.00,428.0,113.0,747.9
2022-03-17 17:00,19.4,51,16.3,0.00,0.00,30,18.9,1,3600.00,260.0,104.0,619.5
2022-03-17 18:00,18.4,52,15.5,0.00,0.00,23,16.4,1,3600.00,107.0,68.0,450.1
2022-03-17 19:00,17.0,55,14.2,0.00,0.00,4,15.5,0,434.16,11.0,15.0,103.4
2022-03-17 20:00,15.7,62,13.7,0.00,0.00,1,10.3,0,0.00,0.0,0.0,0.0
2022-03-17 21:00,14.6,68,12.7,0.00,0.00,0,10.5,0,0.00,0.0,0.0,0.0
2022-03-17 22:00,14.7,65,12.0,0.00,0.00,0,15.0,0,0.00,0.0,0.0,0.0
2022-03-17 23:00,14.1,66,11.5,0.00,0.00,0,14.1,0,0.00,0.0,0.0,0.0
2022-03-18 00:00,13.6,62,10.3,0.00,0.00,24,16.7,0,0.00,0.0,0.0,0.0
2022-03-18 01:00,13.0,64,9.9,0.00,0.00,16,15.6,0,0.00,0.0,0.0,0.0
2022-03-18 02:00,12.6,66,9.5,0.00,0.00,7,15.2,0,0.00,0.0,0.0,0.0
2022-03-18 03:00,12.1,68,8.9,0.00,0.00,0,15.9,0,0.00,0.0,0.0,0.0
2022-03-18 04:00,11.7,69,8.5,0.00,0.00,0,15.8,0,0.00,0.0,0.0,0.0
2022-03-18 05:00,11.4,69,7.9,0.00,0.00,0,16.8,0,0.00,0.0,0.0,0.0
2022-03-18 06:00,11.0,70,7.6,0.00,0.00,0,16.1,0,0.00,0.0,0.0,0.0
2022-03-18 07:00,10.9,71,7.5,0.00,0.00,0,15.9,1,0.00,0.0,2.0,0.0
2022-03-18 08:00,11.7,69,8.4,0.00,0.00,0,16.1,1,3052.94,54.0,39.0,342.3
2022-03-18 09:00,12.7,65,9.0,0.00,0.00,0,18.6,1,3600.00,209.0,74.0,623.9
2022-03-18 10:00,14.0,61,10.5,0.00,0.00,0,18.1,1,3600.00,382.0,91.0,757.9
2022-03-18 11:00,15.7,58,13.1,0.00,0.00,0,16.1,1,3600.00,529.0,101.0,829.1
2022-03-18 12:00,16.7,57,14.8,0.00,0.00,0,16.3,1,3600.00,630.0,108.0,865.5
2022-03-18 13:00,18.4,53,17.3,0.00,0.00,0,14.1,1,3600.00,673.0,111.0,876.8
2022-03-18 14:00,19.4,50,18.3,0.00,0.00,0,13.2,1,3600.00,657.0,110.0,871.1
2022-03-18 15:00,20.2,47,18.9,0.00,0.00,0,11.6,1,3600.00,584.0,105.0,847.7
2022-03-18 16:00,20.7,44,18.6,0.00,0.00,9,10.9,1,3600.00,458.0,97.0,795.1
2022-03-18 17:00,20.3,45,18.4,0.00,0.00,26,9.0,1,3600.00,294.0,84.0,694.6
2022-03-18 18:00,18.2,66,18.2,0.00,0.00,44,3.5,1,3600.00,87.0,68.0,360.8
2022-03-18 19:00,15.2,77,14.8,0.00,0.00,20,5.0,0,244.33,9.0,15.0,83.3
2022-03-18 20:00,13.3,86,12.9,0.00,0.00,32,4.8,0,0.00,0.0,0.0,0.0
2022-03-18 21:00,13.4,82,12.8,0.00,0.00,4,5.4,0,0.00,0.0,0.0,0.0
2022-03-18 22:00,14.6,70,12.9,0.00,0.00,2,10.7,0,0.00,0.0,0.0,0.0
2022-03-18 23:00,14.2,67,12.4,0.00,0.00,10,9.7,0,0.00,0.0,0.0,0.0
2022-03-19 00:00,13.5,74,11.9,0.00,0.00,0,8.6,0,0.00,0.0,0.0,0.0
2022-03-19 01:00,12.2,81,10.9,0.00,0.00,2,7.1,0,0.00,0.0,0.0,0.0
2022-03-19 02:00,10.7,90,9.4,0.00,0.00,25,7.3,0,0.00,0.0,0.0,0.0
2022-03-19 03:00,10.9,92,10.2,0.00,0.00,36,4.9,0,0.00,0.0,0.0,0.0
2022-03-19 04:00,11.2,95,10.6,0.00,0.00,60,5.5,0,0.00,0.0,0.0,0.0
2022-03-19 05:00,11.6,96,10.9,0.00,0.00,16,6.5,0,0.00,0.0,0.0,0.0
2022-03-19 06:00,10.3,97,9.3,0.00,0.00,23,7.2,0,0.00,0.0,0.0,0.0
2022-03-19 07:00,11.3,93,10.4,0.00,0.00,3,7.2,1,0.00,0.0,2.0,0.0
2022-03-19 08:00,12.7,82,11.2,0.00,0.00,2,10.3,1,3147.40,55.0,41.0,342.8
2022-03-19 09:00,14.0,75,12.3,0.00,0.00,27,11.0,1,3600.00,208.0,76.0,611.3
2022-03-19 10:00,15.5,70,13.9,0.00,0.00,42,10.6,1,3600.00,348.0,111.0,683.5
2022-03-19 11:00,16.9,66,15.9,0.00,0.00,29,8.9,1,3600.00,432.0,152.0,671.9
2022-03-19 12:00,18.0,60,17.9,0.20,0.20,32,8.8,1,3600.00,609.0,122.0,831.3
2022-03-19 13:00,19.4,53,19.0,0.00,0.00,55,6.9,1,3600.00,506.0,171.0,655.4
2022-03-19 14:00,20.0,48,19.4,0.00,0.00,100,6.2,1,3600.00,436.0,205.0,574.9
2022-03-19 15:00,20.1,47,18.2,0.00,0.00,100,10.2,1,3600.00,266.0,226.0,383.9
2022-03-19 16:00,20.2,46,18.0,0.00,0.00,68,11.8,1,3600.00,223.0,179.0,384.7
2022-03-19 17:00,19.8,50,18.0,0.00,0.00,65,10.7,1,3600.00,96.0,136.0,224.9
2022-03-19 18:00,18.7,55,17.2,0.00,0.00,52,8.7,1,3600.00,61.0,71.0,249.5
2022-03-19 19:00,17.7,55,16.1,0.00,0.00,51,8.9,0,0.00,6.0,17.0,54.7
2022-03-19 20:00,15.7,71,15.0,0.00,0.00,76,6.2,0,0.00,0.0,0.0,0.0
2022-03-19 21:00,14.6,80,14.2,0.00,0.00,92,5.5,0,0.00,0.0,0.0,0.0
2022-03-19 22:00,14.4,80,13.7,0.00,0.00,53,6.9,0,0.00,0.0,0.0,0.0
