time,temperature_2m (°C),relative_humidity_2m (%),apparent_temperature (°C),precipitation (mm),rain (mm),cloud_cover (%),wind_speed_10m (km/h),is_day (),sunshine_duration (s),direct_radiation (W/m²),diffuse_radiation (W/m²),direct_normal_irradiance (W/m²)
2022-01-01 00:00,12.5,86,11.7,0.00,0.00,18,6.5,0,0.00,0.0,0.0,0.0
2022-01-01 01:00,11.7,89,10.8,0.00,0.00,29,6.1,0,0.00,0.0,0.0,0.0
2022-01-01 02:00,12.2,90,11.5,0.00,0.00,30,5.6,0,0.00,0.0,0.0,0.0
2022-01-01 03:00,12.1,90,11.3,0.00,0.00,15,6.7,0,0.00,0.0,0.0,0.0
2022-01-01 04:00,11.5,91,10.6,0.00,0.00,30,6.1,0,0.00,0.0,0.0,0.0
2022-01-01 05:00,11.4,91,10.5,0.00,0.00,29,5.9,0,0.00,0.0,0.0,0.0
2022-01-01 06:00,11.6,91,10.7,0.00,0.00,28,6.9,0,0.00,0.0,0.0,0.0
2022-01-01 07:00,11.7,92,10.7,0.00,0.00,30,8.1,0,0.00,0.0,0.0,0.0
2022-01-01 08:00,11.6,92,10.4,0.00,0.00,30,8.9,1,0.00,0.0,0.0,0.0
2022-01-01 09:00,12.3,90,11.2,0.00,0.00,30,9.1,1,2102.46,22.0,30.0,182.4
2022-01-01 10:00,13.8,85,13.0,0.00,0.00,30,8.2,1,3600.00,119.0,71.0,497.6
2022-01-01 11:00,15.2,77,14.5,0.00,0.00,30,7.3,1,3600.00,171.0,120.0,475.5
2022-01-01 12:00,17.2,69,16.9,0.00,0.00,31,5.4,1,3600.00,245.0,138.0,558.2
2022-01-01 13:00,18.2,66,18.0,0.00,0.00,30,5.5,1,3600.00,161.0,202.0,341.3
2022-01-01 14:00,18.7,64,18.4,0.00,0.00,30,5.6,1,3600.00,105.0,206.0,230.4
2022-01-01 15:00,18.9,61,18.4,0.00,0.00,30,5.8,1,3600.00,78.0,180.0,198.9
2022-01-01 16:00,18.2,67,17.9,0.00,0.00,23,5.9,1,3600.00,118.0,98.0,413.6
2022-01-01 17:00,15.8,79,15.6,0.00,0.00,30,6.5,1,3355.13,48.0,47.0,324.7
2022-01-01 18:00,14.2,88,13.9,0.00,0.00,30,7.4,0,0.00,1.0,4.0,14.9
2022-01-01 19:00,14.2,89,13.9,0.00,0.00,29,7.9,0,0.00,0.0,0.0,0.0
2022-01-01 20:00,14.2,90,13.8,0.00,0.00,30,8.7,0,0.00,0.0,0.0,0.0
2022-01-01 21:00,14.1,91,13.7,0.00,0.00,30,8.9,0,0.00,0.0,0.0,0.0
2022-01-01 22:00,14.2,91,13.7,0.00,0.00,29,9.2,0,0.00,0.0,0.0,0.0
2022-01-01 23:00,14.0,92,13.6,0.00,0.00,30,8.3,0,0.00,0.0,0.0,0.0
2022-01-02 00:00,13.6,94,13.3,0.00,0.00,30,7.6,0,0.00,0.0,0.0,0.0
2022-01-02 01:00,12.8,95,12.3,0.00,0.00,30,7.7,0,0.00,0.0,0.0,0.0
2022-01-02 02:00,12.9,96,12.3,0.00,0.00,30,8.4,0,0.00,0.0,0.0,0.0
2022-01-02 03:00,13.6,94,13.4,0.00,0.00,56,7.1,0,0.00,0.0,0.0,0.0
2022-01-02 04:00,15.2,92,15.7,0.00,0.00,63,4.9,0,0.00,0.0,0.0,0.0
2022-01-02 05:00,13.9,95,14.1,0.00,0.00,66,5.2,0,0.00,0.0,0.0,0.0
2022-01-02 06:00,14.6,95,15.2,0.00,0.00,86,4.2,0,0.00,0.0,0.0,0.0
2022-01-02 07:00,14.1,96,14.8,0.00,0.00,85,2.5,0,0.00,0.0,0.0,0.0
2022-01-02 08:00,12.4,99,12.4,0.00,0.00,100,5.5,1,0.00,0.0,0.0,0.0
2022-01-02 09:00,14.1,97,14.5,0.00,0.00,66,5.2,1,980.55,14.0,26.0,116.1
2022-01-02 10:00,15.1,93,15.6,0.00,0.00,100,5.4,1,3600.00,51.0,83.0,213.1
2022-01-02 11:00,16.3,88,17.1,0.00,0.00,100,4.0,1,3600.00,120.0,131.0,333.3
2022-01-02 12:00,16.5,91,17.9,0.00,0.00,100,1.8,1,3600.00,170.0,149.0,386.5
2022-01-02 13:00,17.1,88,18.7,0.00,0.00,100,1.0,1,1307.81,49.0,186.0,103.6
2022-01-02 14:00,17.6,85,18.9,0.00,0.00,47,3.2,1,3600.00,176.0,141.0,384.8
2022-01-02 15:00,17.4,87,18.3,0.00,0.00,51,5.8,1,3600.00,169.0,108.0,428.8
2022-01-02 16:00,16.8,90,17.8,0.00,0.00,44,5.1,1,3600.00,110.0,79.0,382.7
2022-01-02 17:00,15.8,96,17.2,0.00,0.00,27,2.3,1,3404.54,38.0,44.0,255.0
2022-01-02 18:00,13.7,100,14.5,0.00,0.00,100,3.3,0,0.00,1.0,4.0,14.7
2022-01-02 19:00,12.6,100,12.8,0.00,0.00,90,4.7,0,0.00,0.0,0.0,0.0
2022-01-02 20:00,12.7,100,12.8,0.00,0.00,100,4.7,0,0.00,0.0,0.0,0.0
2022-01-02 21:00,12.4,100,12.4,0.00,0.00,100,5.4,0,0.00,0.0,0.0,0.0
2022-01-02 22:00,12.8,100,13.2,0.00,0.00,100,3.1,0,0.00,0.0,0.0,0.0
2022-01-02 23:00,13.2,99,13.7,0.00,0.00,100,3.1,0,0.00,0.0,0.0,0.0
2022-01-03 00:00,12.8,100,12.8,0.00,0.00,100,5.6,0,0.00,0.0,0.0,0.0
2022-01-03 01:00,12.6,100,12.8,0.00,0.00,100,4.7,0,0.00,0.0,0.0,0.0
2022-01-03 02:00,12.4,100,12.6,0.00,0.00,100,3.7,0,0.00,0.0,0.0,0.0
2022-01-03 03:00,13.0,99,13.6,0.00,0.00,100,2.3,0,0.00,0.0,0.0,0.0
2022-01-03 04:00,13.0,98,13.4,0.00,0.00,100,2.6,0,0.00,0.0,0.0,0.0
2022-01-03 05:00,12.8,97,13.2,0.00,0.00,100,2.5,0,0.00,0.0,0.0,0.0
2022-01-03 06:00,12.8,93,12.8,0.00,0.00,100,3.6,0,0.00,0.0,0.0,0.0
2022-01-03 07:00,12.6,94,12.6,0.00,0.00,100,4.0,0,0.00,0.0,0.0,0.0
2022-01-03 08:00,12.3,96,12.3,0.00,0.00,100,3.6,1,0.00,0.0,0.0,0.0
2022-01-03 09:00,13.0,91,12.9,0.00,0.00,100,4.3,1,255.07,9.0,25.0,74.6
2022-01-03 10:00,13.3,95,13.4,0.00,0.00,100,4.7,1,3600.00,45.0,81.0,187.9
2022-01-03 11:00,14.4,93,15.0,0.00,0.00,64,2.9,1,3600.00,109.0,134.0,302.2
2022-01-03 12:00,15.0,87,15.1,0.00,0.00,57,5.8,1,3600.00,210.0,147.0,476.4
2022-01-03 13:00,16.7,82,16.3,0.00,0.00,60,10.9,1,3600.00,245.0,151.0,516.5
2022-01-03 14:00,16.1,88,15.5,0.00,0.00,57,13.3,1,3600.00,247.0,136.0,538.0
2022-01-03 15:00,15.7,92,15.3,0.00,0.00,100,12.5,1,3600.00,115.0,145.0,290.3
2022-01-03 16:00,15.9,89,15.6,0.00,0.00,50,11.8,1,3600.00,145.0,84.0,500.6
2022-01-03 17:00,15.0,95,15.1,0.00,0.00,33,8.9,1,3455.24,61.0,41.0,406.0
2022-01-03 18:00,14.1,97,13.8,0.00,0.00,32,9.5,0,0.00,2.0,4.0,28.9
2022-01-03 19:00,14.0,97,13.6,0.00,0.00,28,10.2,0,0.00,0.0,0.0,0.0
2022-01-03 20:00,13.9,96,13.5,0.00,0.00,30,10.1,0,0.00,0.0,0.0,0.0
2022-01-03 21:00,13.9,96,13.4,0.00,0.00,30,10.6,0,0.00,0.0,0.0,0.0
2022-01-03 22:00,14.1,94,13.5,0.00,0.00,30,11.1,0,0.00,0.0,0.0,0.0
2022-01-03 23:00,14.1,93,13.3,0.00,0.00,30,11.9,0,0.00,0.0,0.0,0.0
2022-01-04 00:00,14.4,93,13.4,0.00,0.00,5,13.9,0,0.00,0.0,0.0,0.0
2022-01-04 01:00,14.5,91,13.0,0.00,0.00,30,16.6,0,0.00,0.0,0.0,0.0
2022-01-04 02:00,14.7,88,13.1,0.00,0.00,29,16.9,0,0.00,0.0,0.0,0.0
2022-01-04 03:00,14.9,84,13.0,0.00,0.00,10,17.7,0,0.00,0.0,0.0,0.0
2022-01-04 04:00,15.2,80,12.9,0.00,0.00,6,19.1,0,0.00,0.0,0.0,0.0
2022-01-04 05:00,15.6,77,13.0,0.00,0.00,0,21.3,0,0.00,0.0,0.0,0.0
2022-01-04 06:00,15.9,76,13.0,0.00,0.00,3,23.4,0,0.00,0.0,0.0,0.0
2022-01-04 07:00,16.0,80,13.0,0.20,0.20,86,26.1,0,0.00,0.0,0.0,0.0
2022-01-04 08:00,14.3,87,10.6,0.20,0.20,100,30.1,1,0.00,0.0,0.0,0.0
2022-01-04 09:00,13.9,84,11.2,0.00,0.00,68,20.9,1,0.00,0.0,17.0,0.0
2022-01-04 10:00,13.3,88,11.2,0.80,0.80,94,17.4,1,0.00,2.0,48.0,8.3
2022-01-04 11:00,12.4,84,9.4,0.60,0.60,51,20.4,1,0.00,0.0,49.0,0.0
2022-01-04 12:00,13.1,83,10.6,0.30,0.30,22,17.9,1,3600.00,140.0,149.0,316.8
2022-01-04 13:00,14.2,76,10.9,0.00,0.00,34,23.3,1,3600.00,283.0,111.0,594.7
2022-01-04 14:00,14.2,71,10.1,0.00,0.00,34,26.3,1,3600.00,299.0,99.0,648.6
2022-01-04 15:00,14.0,74,11.1,0.00,0.00,35,18.6,1,3600.00,219.0,94.0,549.9
2022-01-04 16:00,13.9,71,11.0,0.00,0.00,24,18.3,1,3600.00,130.0,74.0,445.2
2022-01-04 17:00,13.3,72,10.3,0.00,0.00,47,17.4,1,3508.13,51.0,40.0,336.6
2022-01-04 18:00,12.6,78,10.4,0.00,0.00,35,12.5,0,0.00,1.0,4.0,14.2
2022-01-04 19:00,12.4,76,10.4,0.00,0.00,6,10.6,0,0.00,0.0,0.0,0.0
2022-01-04 20:00,11.9,78,9.8,0.00,0.00,17,11.1,0,0.00,0.0,0.0,0.0
2022-01-04 21:00,11.8,80,9.9,0.00,0.00,23,10.1,0,0.00,0.0,0.0,0.0
2022-01-04 22:00,11.5,79,9.5,0.00,0.00,18,9.8,0,0.00,0.0,0.0,0.0
2022-01-04 23:00,11.6,77,9.5,0.00,0.00,12,10.5,0,0.00,0.0,0.0,0.0
2022-01-05 00:00,12.3,73,9.8,0.00,0.00,14,13.3,0,0.00,0.0,0.0,0.0
2022-01-05 01:00,11.4,79,9.5,0.00,0.00,54,9.4,0,0.00,0.0,0.0,0.0
2022-01-05 02:00,10.9,81,9.3,0.00,0.00,43,7.1,0,0.00,0.0,0.0,0.0
2022-01-05 03:00,10.6,83,9.0,0.00,0.00,30,7.4,0,0.00,0.0,0.0,0.0
2022-01-05 04:00,10.9,83,9.1,0.00,0.00,34,8.7,0,0.00,0.0,0.0,0.0
2022-01-05 05:00,11.3,80,9.4,0.00,0.00,23,9.7,0,0.00,0.0,0.0,0.0
2022-01-05 06:00,10.8,83,9.1,0.00,0.00,27,8.3,0,0.00,0.0,0.0,0.0
2022-01-05 07:00,11.2,83,9.6,0.00,0.00,34,8.2,0,0.00,0.0,0.0,0.0
2022-01-05 08:00,10.9,84,9.3,0.00,0.00,35,8.0,1,0.00,0.0,0.0,0.0
2022-01-05 09:00,12.7,79,10.9,0.00,0.00,58,10.7,1,2099.65,26.0,22.0,215.1
2022-01-05 10:00,14.0,76,12.3,0.00,0.00,44,11.1,1,3600.00,69.0,81.0,287.0
2022-01-05 11:00,15.5,63,12.5,0.00,0.00,47,18.5,1,3600.00,220.0,91.0,607.3
2022-01-05 12:00,14.9,70,12.2,0.00,0.00,65,17.7,1,3600.00,203.0,153.0,458.1
2022-01-05 13:00,15.5,65,11.8,0.00,0.00,100,23.5,1,3600.00,242.0,151.0,506.8
2022-01-05 14:00,14.9,69,11.5,0.00,0.00,100,21.9,1,1051.37,44.0,181.0,95.0
2022-01-05 15:00,15.6,63,12.0,0.00,0.00,100,22.0,1,372.20,29.0,163.0,72.4
2022-01-05 16:00,15.5,65,12.0,0.00,0.00,100,22.5,1,950.75,27.0,95.0,91.7
2022-01-05 17:00,14.9,74,11.6,0.10,0.10,100,23.3,1,0.00,6.0,36.0,39.3
2022-01-05 18:00,14.3,85,11.2,0.70,0.70,100,25.1,0,0.00,0.0,1.0,0.0
2022-01-05 19:00,14.0,88,11.1,0.20,0.20,100,24.7,0,0.00,0.0,0.0,0.0
2022-01-05 20:00,13.8,88,11.6,0.10,0.10,60,19.1,0,0.00,0.0,0.0,0.0
2022-01-05 21:00,13.3,86,11.4,0.00,0.00,67,14.7,0,0.00,0.0,0.0,0.0
2022-01-05 22:00,12.9,85,10.8,0.00,0.00,14,15.2,0,0.00,0.0,0.0,0.0
2022-01-05 23:00,12.1,89,10.3,0.00,0.00,34,13.0,0,0.00,0.0,0.0,0.0
2022-01-06 00:00,12.2,79,10.0,0.00,0.00,40,13.0,0,0.00,0.0,0.0,0.0
2022-01-06 01:00,11.9,76,9.5,0.00,0.00,68,12.2,0,0.00,0.0,0.0,0.0
2022-01-06 02:00,12.0,73,9.7,0.00,0.00,59,10.9,0,0.00,0.0,0.0,0.0
2022-01-06 03:00,10.8,79,9.0,0.00,0.00,37,7.4,0,0.00,0.0,0.0,0.0
2022-01-06 04:00,9.8,88,8.3,0.00,0.00,11,6.2,0,0.00,0.0,0.0,0.0
2022-01-06 05:00,10.4,87,8.8,0.00,0.00,18,8.0,0,0.00,0.0,0.0,0.0
2022-01-06 06:00,9.7,89,8.0,0.00,0.00,37,7.6,0,0.00,0.0,0.0,0.0
2022-01-06 07:00,9.9,89,8.5,0.00,0.00,19,6.5,0,0.00,0.0,0.0,0.0
2022-01-06 08:00,10.1,89,8.8,0.00,0.00,16,6.2,1,0.00,0.0,0.0,0.0
2022-01-06 09:00,11.1,85,9.6,0.00,0.00,9,8.0,1,1699.25,19.0,29.0,156.9
2022-01-06 10:00,12.6,79,11.3,0.00,0.00,32,7.2,1,3600.00,95.0,77.0,394.2
2022-01-06 11:00,13.7,73,12.2,0.00,0.00,33,8.4,1,3600.00,236.0,86.0,649.7
2022-01-06 12:00,14.9,63,12.2,0.00,0.00,32,14.2,1,3600.00,285.0,103.0,641.2
2022-01-06 13:00,15.3,60,12.4,0.00,0.00,92,15.9,1,3600.00,301.0,123.0,628.1
2022-01-06 14:00,15.2,59,12.1,0.00,0.00,76,16.6,1,3600.00,131.0,146.0,281.7
2022-01-06 15:00,15.2,59,12.2,0.00,0.00,69,15.5,1,3600.00,120.0,125.0,297.9
2022-01-06 16:00,14.7,62,12.1,0.00,0.00,13,13.3,1,3600.00,86.0,104.0,289.5
2022-01-06 17:00,13.6,69,11.5,0.00,0.00,19,10.7,1,3600.00,69.0,41.0,446.1
2022-01-06 18:00,11.9,78,10.2,0.00,0.00,0,8.3,0,0.00,3.0,5.0,41.0
2022-01-06 19:00,11.0,84,9.5,0.00,0.00,1,7.5,0,0.00,0.0,0.0,0.0
2022-01-06 20:00,10.4,87,8.9,0.00,0.00,0,6.6,0,0.00,0.0,0.0,0.0
2022-01-06 21:00,10.1,88,8.6,0.00,0.00,0,6.6,0,0.00,0.0,0.0,0.0
2022-01-06 22:00,10.5,88,8.8,0.00,0.00,4,8.8,0,0.00,0.0,0.0,0.0
2022-01-06 23:00,10.2,88,8.6,0.00,0.00,14,8.0,0,0.00,0.0,0.0,0.0
2022-01-07 00:00,11.2,86,9.4,0.00,0.00,1,10.0,0,0.00,0.0,0.0,0.0
2022-01-07 01:00,10.7,88,9.2,0.00,0.00,1,8.4,0,0.00,0.0,0.0,0.0
2022-01-07 02:00,10.9,87,9.3,0.00,0.00,7,8.9,0,0.00,0.0,0.0,0.0
2022-01-07 03:00,11.2,87,9.3,0.00,0.00,3,11.3,0,0.00,0.0,0.0,0.0
2022-01-07 04:00,11.4,87,9.2,0.00,0.00,3,13.3,0,0.00,0.0,0.0,0.0
2022-01-07 05:00,11.4,87,8.9,0.00,0.00,32,15.5,0,0.00,0.0,0.0,0.0
2022-01-07 06:00,11.7,86,9.0,0.00,0.00,27,17.4,0,0.00,0.0,0.0,0.0
2022-01-07 07:00,11.5,86,8.9,0.00,0.00,8,16.9,0,0.00,0.0,0.0,0.0
2022-01-07 08:00,11.4,84,8.3,0.00,0.00,1,18.8,1,0.00,0.0,0.0,0.0
2022-01-07 09:00,12.0,82,9.0,0.00,0.00,0,18.8,1,2111.92,36.0,22.0,296.6
2022-01-07 10:00,13.0,79,10.3,0.00,0.00,0,17.3,1,3600.00,156.0,53.0,645.4
2022-01-07 11:00,13.8,73,10.7,0.00,0.00,4,20.1,1,3600.00,286.0,65.0,784.9
2022-01-07 12:00,15.1,62,11.6,0.00,0.00,0,20.1,1,3600.00,369.0,75.0,827.4
2022-01-07 13:00,15.6,56,12.0,0.00,0.00,9,19.6,1,3600.00,408.0,76.0,848.1
2022-01-07 14:00,15.8,57,11.9,0.00,0.00,90,21.6,1,3600.00,336.0,96.0,719.1
2022-01-07 15:00,15.3,61,12.3,0.00,0.00,0,17.0,1,3600.00,104.0,138.0,256.6
2022-01-07 16:00,15.4,61,12.6,0.00,0.00,3,15.7,1,3600.00,209.0,62.0,697.4
2022-01-07 17:00,14.4,65,11.8,0.00,0.00,2,14.4,1,3600.00,73.0,42.0,463.6
2022-01-07 18:00,12.6,77,9.7,0.00,0.00,0,17.7,0,0.00,4.0,5.0,53.6
2022-01-07 19:00,11.8,82,8.7,0.00,0.00,0,18.7,0,0.00,0.0,0.0,0.0
2022-01-07 20:00,11.5,82,8.3,0.00,0.00,0,19.2,0,0.00,0.0,0.0,0.0
2022-01-07 21:00,11.2,81,8.4,0.00,0.00,0,16.1,0,0.00,0.0,0.0,0.0
2022-01-07 22:00,10.7,83,8.4,0.00,0.00,0,12.2,0,0.00,0.0,0.0,0.0
2022-01-07 23:00,10.3,83,8.1,0.00,0.00,0,10.8,0,0.00,0.0,0.0,0.0
2022-01-08 00:00,10.7,83,8.4,0.00,0.00,0,11.9,0,0.00,0.0,0.0,0.0
2022-01-08 01:00,9.9,87,7.8,0.00,0.00,0,10.6,0,0.00,0.0,0.0,0.0
2022-01-08 02:00,9.6,88,7.3,0.00,0.00,0,11.1,0,0.00,0.0,0.0,0.0
2022-01-08 03:00,9.3,88,7.1,0.00,0.00,0,10.0,0,0.00,0.0,0.0,0.0
2022-01-08 04:00,8.8,90,6.8,0.00,0.00,0,8.7,0,0.00,0.0,0.0,0.0
2022-01-08 05:00,8.6,90,6.5,0.00,0.00,0,9.2,0,0.00,0.0,0.0,0.0
2022-01-08 06:00,8.4,89,6.0,0.00,0.00,0,10.3,0,0.00,0.0,0.0,0.0
2022-01-08 07:00,8.3,89,5.8,0.00,0.00,0,10.9,0,0.00,0.0,0.0,0.0
2022-01-08 08:00,7.9,90,5.7,0.00,0.00,0,9.0,1,0.00,0.0,0.0,0.0
2022-01-08 09:00,8.9,88,6.9,0.00,0.00,0,8.7,1,2121.33,39.0,22.0,320.5
2022-01-08 10:00,10.5,79,8.6,0.00,0.00,0,8.0,1,3600.00,163.0,52.0,672.1
2022-01-08 11:00,11.7,75,9.8,0.00,0.00,10,8.3,1,3600.00,293.0,64.0,801.5
2022-01-08 12:00,13.1,67,10.9,0.00,0.00,14,9.7,1,3600.00,383.0,73.0,855.7
2022-01-08 13:00,13.9,63,11.8,0.00,0.00,29,9.4,1,3600.00,429.0,73.0,888.1
2022-01-08 14:00,14.4,60,12.7,0.00,0.00,30,6.3,1,3600.00,385.0,90.0,820.0
2022-01-08 15:00,14.6,58,13.3,0.00,0.00,30,2.5,1,3600.00,257.0,119.0,630.0
2022-01-08 16:00,14.4,59,12.4,0.00,0.00,30,8.0,1,3600.00,172.0,90.0,568.6
2022-01-08 17:00,12.5,66,9.6,0.00,0.00,11,13.3,1,3600.00,46.0,63.0,286.9
2022-01-08 18:00,10.8,75,8.0,0.00,0.00,0,13.3,0,6.82,5.0,5.0,65.8
2022-01-08 19:00,10.1,82,7.6,0.00,0.00,13,12.3,0,0.00,0.0,0.0,0.0
2022-01-08 20:00,9.7,86,7.8,0.00,0.00,10,9.0,0,0.00,0.0,0.0,0.0
2022-01-08 21:00,8.9,90,7.3,0.00,0.00,6,6.6,0,0.00,0.0,0.0,0.0
2022-01-08 22:00,8.4,92,6.7,0.00,0.00,14,6.5,0,0.00,0.0,0.0,0.0
2022-01-08 23:00,7.1,94,4.9,0.00,0.00,10,8.1,0,0.00,0.0,0.0,0.0
2022-01-09 00:00,9.6,88,7.6,0.00,0.00,14,9.4,0,0.00,0.0,0.0,0.0
2022-01-09 01:00,7.3,92,5.2,0.00,0.00,6,7.8,0,0.00,0.0,0.0,0.0
2022-01-09 02:00,6.6,94,4.4,0.00,0.00,4,8.4,0,0.00,0.0,0.0,0.0
2022-01-09 03:00,6.4,95,4.0,0.00,0.00,16,9.1,0,0.00,0.0,0.0,0.0
2022-01-09 04:00,7.4,92,5.2,0.00,0.00,4,8.8,0,0.00,0.0,0.0,0.0
2022-01-09 05:00,7.6,90,5.3,0.00,0.00,1,8.9,0,0.00,0.0,0.0,0.0
2022-01-09 06:00,6.6,91,4.0,0.00,0.00,4,10.5,0,0.00,0.0,0.0,0.0
2022-01-09 07:00,7.1,89,4.5,0.00,0.00,20,10.0,0,0.00,0.0,0.0,0.0
2022-01-09 08:00,8.8,85,6.8,0.00,0.00,6,8.1,1,0.00,0.0,0.0,0.0
2022-01-09 09:00,10.1,88,9.0,0.00,0.00,5,4.4,1,2132.89,35.0,23.0,286.7
2022-01-09 10:00,12.7,79,11.8,0.00,0.00,16,4.3,1,3600.00,152.0,56.0,624.3
2022-01-09 11:00,14.6,71,13.8,0.00,0.00,10,4.8,1,3600.00,283.0,66.0,771.4
2022-01-09 12:00,15.2,66,13.4,0.00,0.00,56,9.9,1,3600.00,374.0,73.0,832.4
2022-01-09 13:00,15.5,67,13.6,0.00,0.00,90,11.6,1,3600.00,327.0,120.0,674.0
2022-01-09 14:00,15.4,67,13.8,0.00,0.00,24,10.1,1,3600.00,246.0,148.0,521.2
2022-01-09 15:00,15.3,68,13.5,0.00,0.00,38,11.0,1,3600.00,229.0,117.0,557.7
2022-01-09 16:00,14.6,71,12.9,0.00,0.00,90,10.6,1,3600.00,108.0,109.0,353.7
2022-01-09 17:00,13.9,75,12.9,0.00,0.00,70,6.7,1,404.96,12.0,61.0,73.5
2022-01-09 18:00,13.3,78,12.4,0.00,0.00,90,5.4,0,0.00,0.0,6.0,0.0
2022-01-09 19:00,13.3,79,12.3,0.00,0.00,90,6.5,0,0.00,0.0,0.0,0.0
2022-01-09 20:00,13.1,82,12.2,0.00,0.00,90,6.6,0,0.00,0.0,0.0,0.0
2022-01-09 21:00,13.1,84,12.3,0.00,0.00,90,6.4,0,0.00,0.0,0.0,0.0
2022-01-09 22:00,13.0,86,12.3,0.00,0.00,90,6.5,0,0.00,0.0,0.0,0.0
2022-01-09 23:00,12.8,89,12.1,0.00,0.00,31,6.9,0,0.00,0.0,0.0,0.0
2022-01-10 00:00,11.6,94,11.0,0.00,0.00,40,5.9,0,0.00,0.0,0.0,0.0
2022-01-10 01:00,10.3,96,9.0,0.00,0.00,23,8.1,0,0.00,0.0,0.0,0.0
2022-01-10 02:00,9.8,96,8.3,0.00,0.00,20,8.4,0,0.00,0.0,0.0,0.0
2022-01-10 03:00,10.9,94,9.9,0.00,0.00,26,7.0,0,0.00,0.0,0.0,0.0
2022-01-10 04:00,11.3,94,10.4,0.00,0.00,28,6.6,0,0.00,0.0,0.0,0.0
2022-01-10 05:00,9.6,97,8.2,0.00,0.00,22,8.1,0,0.00,0.0,0.0,0.0
2022-01-10 06:00,9.4,97,7.9,0.00,0.00,19,8.0,0,0.00,0.0,0.0,0.0
2022-01-10 07:00,10.7,93,9.6,0.00,0.00,22,7.3,0,0.00,0.0,0.0,0.0
2022-01-10 08:00,10.9,92,9.6,0.00,0.00,44,8.1,1,0.00,0.0,0.0,0.0
2022-01-10 09:00,12.1,90,10.8,0.00,0.00,85,10.2,1,970.82,14.0,28.0,114.3
2022-01-10 10:00,13.7,85,12.5,0.00,0.00,56,10.4,1,3600.00,66.0,98.0,269.9
2022-01-10 11:00,14.3,80,12.6,0.00,0.00,76,13.4,1,3600.00,94.0,117.0,255.2
2022-01-10 12:00,14.9,77,13.3,0.00,0.00,35,13.3,1,3600.00,143.0,129.0,317.0
2022-01-10 13:00,15.4,73,13.8,0.00,0.00,90,12.0,1,3600.00,96.0,197.0,197.0
2022-01-10 14:00,15.5,70,14.2,0.00,0.00,47,9.1,1,1108.39,46.0,206.0,96.9
2022-01-10 15:00,15.4,68,14.0,0.00,0.00,84,9.0,1,1320.34,43.0,161.0,104.0
2022-01-10 16:00,15.2,68,13.3,0.00,0.00,90,11.9,1,243.47,21.0,120.0,68.1
2022-01-10 17:00,14.5,74,12.6,0.00,0.00,75,12.7,1,3600.00,37.0,57.0,222.5
2022-01-10 18:00,13.4,84,11.7,0.00,0.00,33,13.3,0,0.00,3.0,6.0,38.0
2022-01-10 19:00,12.1,90,10.3,0.00,0.00,37,13.1,0,0.00,0.0,0.0,0.0
2022-01-10 20:00,11.6,91,9.3,0.00,0.00,39,16.3,0,0.00,0.0,0.0,0.0
2022-01-10 21:00,11.4,88,9.0,0.00,0.00,33,15.5,0,0.00,0.0,0.0,0.0
2022-01-10 22:00,11.2,91,8.9,0.00,0.00,30,14.9,0,0.00,0.0,0.0,0.0
2022-01-10 23:00,11.0,90,8.9,0.00,0.00,30,13.7,0,0.00,0.0,0.0,0.0
2022-01-11 00:00,11.5,90,9.2,0.00,0.00,31,15.1,0,0.00,0.0,0.0,0.0
2022-01-11 01:00,11.4,90,9.2,0.00,0.00,31,14.9,0,0.00,0.0,0.0,0.0
2022-01-11 02:00,11.3,89,9.2,0.00,0.00,30,13.7,0,0.00,0.0,0.0,0.0
2022-01-11 03:00,11.1,89,9.1,0.00,0.00,29,12.7,0,0.00,0.0,0.0,0.0
2022-01-11 04:00,11.0,89,9.0,0.00,0.00,29,12.4,0,0.00,0.0,0.0,0.0
2022-01-11 05:00,11.0,90,9.0,0.00,0.00,30,13.2,0,0.00,0.0,0.0,0.0
2022-01-11 06:00,11.0,91,8.8,0.00,0.00,2,14.0,0,0.00,0.0,0.0,0.0
2022-01-11 07:00,10.8,91,8.7,0.00,0.00,1,13.8,0,0.00,0.0,0.0,0.0
2022-01-11 08:00,10.7,91,8.4,0.00,0.00,2,14.4,1,0.00,0.0,0.0,0.0
2022-01-11 09:00,11.4,88,8.7,0.00,0.00,6,17.6,1,2162.39,36.0,23.0,292.7
2022-01-11 10:00,12.3,83,9.7,0.00,0.00,30,17.3,1,3600.00,159.0,52.0,647.2
2022-01-11 11:00,13.3,79,10.7,0.00,0.00,30,17.1,1,3600.00,271.0,74.0,732.7
2022-01-11 12:00,14.5,75,12.3,0.00,0.00,3,15.3,1,3600.00,352.0,86.0,776.9
2022-01-11 13:00,15.9,70,13.9,0.00,0.00,8,14.9,1,3600.00,418.0,73.0,853.6
2022-01-11 14:00,16.9,66,15.0,0.00,0.00,30,14.3,1,3600.00,403.0,73.0,844.7
2022-01-11 15:00,17.4,64,15.7,0.00,0.00,30,13.3,1,3600.00,323.0,76.0,775.9
2022-01-11 16:00,17.4,66,15.9,0.00,0.00,15,12.7,1,3600.00,216.0,64.0,693.8
2022-01-11 17:00,16.2,70,15.0,0.00,0.00,1,9.8,1,3600.00,91.0,40.0,537.2
2022-01-11 18:00,14.1,79,12.9,0.00,0.00,1,9.3,0,40.05,6.0,6.0,74.5
2022-01-11 19:00,13.7,85,12.3,0.00,0.00,1,12.2,0,0.00,0.0,0.0,0.0
