Date_Hour,Solar Power Aggregated [MW],Temperature (°C),Relative Humidity (%),Apparent Temperature (°C),Precipitation (mm),Rain (mm),Cloud cover (%),Wind speed 10m (km/h),Day,Sunshine Duration (s),Direct Radiation (W/m²),Diffuse Radiation (W/m²),Direct Normal Irradiance (W/m²),Month,Hot Seasons,Solar Power-1h,Solar Power-2h,Hour
2024-01-22 04:00:00,0,6.9,100.0,5.4,0.0,0.0,90.0,5.1,0.0,0.0,0.0,0.0,0.0,1,0,0,0,4
2024-01-22 05:00:00,0,7.4,98.0,6.0,0.0,0.0,88.0,5.1,0.0,0.0,0.0,0.0,0.0,1,0,0,0,5
2024-01-22 06:00:00,0,7.8,97.0,6.3,0.0,0.0,90.0,5.5,0.0,0.0,0.0,0.0,0.0,1,0,0,0,6
2024-01-22 07:00:00,0,7.8,98.0,6.3,0.0,0.0,92.0,5.9,0.0,0.0,0.0,0.0,0.0,1,0,0,0,7
2024-01-22 08:00:00,4,7.9,97.0,6.5,0.0,0.0,94.0,5.1,1.0,0.0,0.0,0.0,0.0,1,0,0,0,8
2024-01-22 09:00:00,241,8.9,98.0,7.4,0.0,0.0,95.0,8.0,1.0,2456.16,24.0,31.0,182.5,1,0,4,0,9
2024-01-22 10:00:00,825,9.8,94.0,8.3,0.0,0.0,93.0,8.1,1.0,3600.0,100.0,86.0,378.4,1,0,241,4,10
2024-01-22 11:00:00,1251,11.5,91.0,10.6,0.0,0.0,60.0,6.7,1.0,3600.0,217.0,112.0,553.0,1,0,825,241,11
2024-01-22 12:00:00,1454,13.0,85.0,12.3,0.0,0.0,21.0,6.5,1.0,3600.0,368.0,87.0,767.6,1,0,1251,825,12
2024-01-22 13:00:00,1499,13.9,80.0,13.2,0.0,0.0,7.0,5.7,1.0,3600.0,402.0,96.0,773.9,1,0,1454,1251,13
2024-01-22 14:00:00,1428,15.0,76.0,14.4,0.0,0.0,32.0,5.4,1.0,3600.0,411.0,84.0,806.4,1,0,1499,1454,14
2024-01-22 15:00:00,1278,15.2,74.0,14.7,0.0,0.0,11.0,4.8,1.0,3600.0,228.0,122.0,505.7,1,0,1428,1499,15
2024-01-22 16:00:00,954,15.4,71.0,15.0,0.0,0.0,16.0,3.3,1.0,3600.0,180.0,96.0,518.8,1,0,1278,1428,16
2024-01-22 17:00:00,463,14.6,82.0,14.9,0.0,0.0,10.0,1.6,1.0,3600.0,92.0,56.0,448.6,1,0,954,1278,17
2024-01-22 18:00:00,54,12.1,84.0,11.1,0.0,0.0,28.0,5.9,0.0,544.94,12.0,12.0,122.0,1,0,463,954,18
2024-01-22 19:00:00,0,10.5,90.0,9.2,0.0,0.0,2.0,7.2,0.0,0.0,0.0,0.0,0.0,1,0,54,463,19
2024-01-22 20:00:00,0,10.2,91.0,8.8,0.0,0.0,30.0,7.2,0.0,0.0,0.0,0.0,0.0,1,0,0,54,20
2024-01-22 21:00:00,0,11.1,90.0,10.3,0.0,0.0,31.0,4.8,0.0,0.0,0.0,0.0,0.0,1,0,0,0,21
2024-01-22 22:00:00,0,11.6,90.0,10.9,0.0,0.0,25.0,5.2,0.0,0.0,0.0,0.0,0.0,1,0,0,0,22
2024-01-22 23:00:00,0,10.2,95.0,8.7,0.0,0.0,12.0,8.9,0.0,0.0,0.0,0.0,0.0,1,0,0,0,23
2024-01-23 00:00:00,0,11.2,94.0,10.4,0.0,0.0,27.0,6.2,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0
2024-01-23 01:00:00,0,12.3,93.0,11.4,0.0,0.0,9.0,8.6,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1
2024-01-23 02:00:00,0,12.5,93.0,11.7,0.0,0.0,7.0,8.9,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2
2024-01-23 03:00:00,0,12.1,95.0,11.2,0.0,0.0,5.0,9.2,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3
2024-01-23 04:00:00,0,11.8,96.0,10.8,0.0,0.0,1.0,9.5,0.0,0.0,0.0,0.0,0.0,1,0,0,0,4
2024-01-23 05:00:00,0,11.7,96.0,10.6,0.0,0.0,15.0,10.2,0.0,0.0,0.0,0.0,0.0,1,0,0,0,5
2024-01-23 06:00:00,0,11.7,96.0,10.4,0.0,0.0,66.0,11.7,0.0,0.0,0.0,0.0,0.0,1,0,0,0,6
2024-01-23 07:00:00,0,12.3,95.0,10.7,0.0,0.0,90.0,13.9,0.0,0.0,0.0,0.0,0.0,1,0,0,0,7
2024-01-23 08:00:00,4,13.0,97.0,11.9,0.0,0.0,90.0,13.1,1.0,0.0,0.0,0.0,0.0,1,0,0,0,8
2024-01-23 09:00:00,207,13.5,97.0,12.6,0.0,0.0,88.0,13.3,1.0,477.13,11.0,32.0,82.9,1,0,4,0,9
2024-01-23 10:00:00,693,14.3,94.0,13.0,0.0,0.0,83.0,16.1,1.0,3600.0,87.0,90.0,326.2,1,0,207,4,10
2024-01-23 11:00:00,1106,15.4,88.0,14.0,0.0,0.0,17.0,17.1,1.0,3600.0,237.0,103.0,599.8,1,0,693,207,11
2024-01-23 12:00:00,1349,16.6,83.0,15.7,0.0,0.0,3.0,14.0,1.0,3600.0,376.0,85.0,779.2,1,0,1106,693,12
2024-01-23 13:00:00,1530,17.1,77.0,16.1,0.0,0.0,1.0,13.6,1.0,3600.0,432.0,81.0,826.3,1,0,1349,1106,13
2024-01-23 14:00:00,1520,18.1,75.0,17.3,0.0,0.0,0.0,13.2,1.0,3600.0,424.0,79.0,826.0,1,0,1530,1349,14
2024-01-23 15:00:00,1393,18.7,72.0,18.1,0.0,0.0,0.0,12.5,1.0,3600.0,360.0,74.0,791.9,1,0,1520,1530,15
2024-01-23 16:00:00,1099,18.8,73.0,18.2,0.0,0.0,0.0,12.5,1.0,3600.0,250.0,66.0,712.8,1,0,1393,1520,16
2024-01-23 17:00:00,560,17.7,79.0,17.3,0.0,0.0,0.0,12.0,1.0,3600.0,115.0,49.0,550.8,1,0,1099,1393,17
2024-01-23 18:00:00,64,16.1,86.0,15.4,0.0,0.0,0.0,13.0,0.0,749.2,14.0,13.0,139.6,1,0,560,1099,18
2024-01-23 19:00:00,0,15.5,89.0,14.8,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,1,0,64,560,19
2024-01-23 20:00:00,0,15.1,90.0,14.6,0.0,0.0,0.0,11.5,0.0,0.0,0.0,0.0,0.0,1,0,0,64,20
2024-01-23 21:00:00,0,14.8,90.0,14.1,0.0,0.0,0.0,11.3,0.0,0.0,0.0,0.0,0.0,1,0,0,0,21
2024-01-23 22:00:00,1,14.4,90.0,13.5,0.0,0.0,0.0,11.8,0.0,0.0,0.0,0.0,0.0,1,0,0,0,22
2024-01-23 23:00:00,0,13.9,90.0,12.7,0.0,0.0,0.0,12.7,0.0,0.0,0.0,0.0,0.0,1,0,1,0,23
2024-01-24 00:00:00,0,13.3,91.0,12.1,0.0,0.0,0.0,12.7,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0
2024-01-24 01:00:00,0,13.2,91.0,11.9,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1
2024-01-24 02:00:00,0,12.8,91.0,11.4,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2
2024-01-24 03:00:00,0,12.5,91.0,11.1,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3
2024-01-24 04:00:00,0,12.4,91.0,10.8,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,4
2024-01-24 05:00:00,0,12.3,90.0,10.7,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,5
2024-01-24 06:00:00,0,12.1,90.0,10.4,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,6
2024-01-24 07:00:00,0,11.8,90.0,10.1,0.0,0.0,0.0,12.8,0.0,0.0,0.0,0.0,0.0,1,0,0,0,7
2024-01-24 08:00:00,4,11.4,92.0,9.6,0.0,0.0,0.0,12.5,1.0,0.0,0.0,0.0,0.0,1,0,0,0,8
2024-01-24 09:00:00,265,12.1,91.0,10.4,0.0,0.0,0.0,13.3,1.0,2538.99,45.0,28.0,336.2,1,0,4,0,9
2024-01-24 10:00:00,881,13.6,86.0,12.3,0.0,0.0,0.0,11.9,1.0,3600.0,174.0,56.0,646.4,1,0,265,4,10
2024-01-24 11:00:00,1272,15.0,81.0,13.8,0.0,0.0,0.0,12.0,1.0,3600.0,306.0,69.0,768.8,1,0,881,265,11
2024-01-24 12:00:00,1439,16.6,75.0,15.8,0.0,0.0,0.0,10.0,1.0,3600.0,403.0,76.0,829.7,1,0,1272,881,12
2024-01-24 13:00:00,1532,17.9,72.0,17.4,0.0,0.0,0.0,9.7,1.0,3600.0,449.0,79.0,853.1,1,0,1439,1272,13
2024-01-24 14:00:00,1538,18.9,70.0,18.6,0.0,0.0,0.0,8.9,1.0,3600.0,440.0,77.0,851.1,1,0,1532,1439,14
2024-01-24 15:00:00,1412,19.4,70.0,19.5,0.0,0.0,0.0,7.7,1.0,3600.0,375.0,74.0,818.1,1,0,1538,1532,15
2024-01-24 16:00:00,1145,19.4,72.0,19.9,0.0,0.0,0.0,6.4,1.0,3600.0,263.0,65.0,741.7,1,0,1412,1538,16
2024-01-24 17:00:00,593,18.1,80.0,18.9,0.0,0.0,0.0,5.2,1.0,3600.0,124.0,49.0,583.4,1,0,1145,1412,17
2024-01-24 18:00:00,71,14.7,87.0,14.7,0.0,0.0,0.0,5.8,0.0,968.63,16.0,14.0,156.7,1,0,593,1145,18
2024-01-24 19:00:00,0,13.9,85.0,13.5,0.0,0.0,0.0,6.1,0.0,0.0,0.0,0.0,0.0,1,0,71,593,19
2024-01-24 20:00:00,0,13.2,86.0,12.5,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,1,0,0,71,20
2024-01-24 21:00:00,0,12.5,87.0,11.5,0.0,0.0,0.0,7.3,0.0,0.0,0.0,0.0,0.0,1,0,0,0,21
2024-01-24 22:00:00,0,12.2,88.0,11.1,0.0,0.0,0.0,7.9,0.0,0.0,0.0,0.0,0.0,1,0,0,0,22
2024-01-24 23:00:00,0,13.2,87.0,12.5,0.0,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,1,0,0,0,23
2024-01-25 00:00:00,0,13.4,89.0,12.8,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0
2024-01-25 01:00:00,0,13.7,91.0,12.9,0.0,0.0,7.0,10.6,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1
2024-01-25 02:00:00,0,13.4,91.0,12.3,0.0,0.0,29.0,11.7,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2
2024-01-25 03:00:00,0,13.0,91.0,11.7,0.0,0.0,30.0,12.2,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3
2024-01-25 04:00:00,0,12.5,92.0,11.1,0.0,0.0,30.0,12.2,0.0,0.0,0.0,0.0,0.0,1,0,0,0,4
2024-01-25 05:00:00,0,12.1,93.0,10.6,0.0,0.0,39.0,12.2,0.0,0.0,0.0,0.0,0.0,1,0,0,0,5
2024-01-25 06:00:00,0,11.9,92.0,10.3,0.0,0.0,36.0,12.5,0.0,0.0,0.0,0.0,0.0,1,0,0,0,6
2024-01-25 07:00:00,0,11.9,91.0,10.3,0.0,0.0,40.0,12.7,0.0,0.0,0.0,0.0,0.0,1,0,0,0,7
2024-01-25 08:00:00,6,11.8,92.0,10.0,0.0,0.0,15.0,13.0,1.0,0.0,0.0,1.0,0.0,1,0,0,0,8
2024-01-25 09:00:00,266,12.4,89.0,10.6,0.0,0.0,16.0,14.0,1.0,2583.08,43.0,31.0,318.3,1,0,6,0,9
2024-01-25 10:00:00,870,13.6,86.0,12.1,0.0,0.0,6.0,13.1,1.0,3600.0,163.0,67.0,599.7,1,0,266,6,10
2024-01-25 11:00:00,1224,14.8,83.0,13.6,0.0,0.0,15.0,12.6,1.0,3600.0,305.0,75.0,760.6,1,0,870,266,11
2024-01-25 12:00:00,1398,16.3,78.0,15.3,0.0,0.0,2.0,11.5,1.0,3600.0,407.0,79.0,832.3,1,0,1224,870,12
2024-01-25 13:00:00,1518,18.1,72.0,17.3,0.0,0.0,21.0,12.1,1.0,3600.0,438.0,92.0,826.7,1,0,1398,1224,13
2024-01-25 14:00:00,1533,19.1,69.0,18.5,0.0,0.0,26.0,10.8,1.0,3600.0,436.0,86.0,837.3,1,0,1518,1398,14
2024-01-25 15:00:00,1435,19.6,69.0,19.4,0.0,0.0,24.0,9.9,1.0,3600.0,379.0,76.0,819.9,1,0,1533,1518,15
2024-01-25 16:00:00,1119,19.7,71.0,19.9,0.0,0.0,14.0,8.3,1.0,3600.0,265.0,68.0,739.3,1,0,1435,1533,16
2024-01-25 17:00:00,521,18.7,79.0,19.6,0.0,0.0,30.0,5.6,1.0,3600.0,125.0,51.0,577.7,1,0,1119,1435,17
2024-01-25 18:00:00,61,15.5,86.0,15.5,0.0,0.0,29.0,7.2,0.0,997.87,16.0,15.0,153.8,1,0,521,1119,18
2024-01-25 19:00:00,0,15.7,86.0,15.6,0.0,0.0,30.0,8.1,0.0,0.0,0.0,0.0,0.0,1,0,61,521,19
2024-01-25 20:00:00,0,15.4,86.0,15.0,0.0,0.0,30.0,9.5,0.0,0.0,0.0,0.0,0.0,1,0,0,61,20
2024-01-25 21:00:00,0,15.3,85.0,14.7,0.0,0.0,30.0,10.2,0.0,0.0,0.0,0.0,0.0,1,0,0,0,21
2024-01-25 22:00:00,0,15.3,84.0,14.7,0.0,0.0,30.0,9.7,0.0,0.0,0.0,0.0,0.0,1,0,0,0,22
2024-01-25 23:00:00,0,14.6,86.0,14.0,0.0,0.0,30.0,9.2,0.0,0.0,0.0,0.0,0.0,1,0,0,0,23
2024-01-26 00:00:00,0,14.3,88.0,13.6,0.0,0.0,30.0,9.4,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0
2024-01-26 01:00:00,0,14.1,85.0,13.3,0.0,0.0,29.0,9.3,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1
2024-01-26 02:00:00,0,13.7,87.0,12.8,0.0,0.0,30.0,9.3,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2
2024-01-26 03:00:00,0,13.4,87.0,12.3,0.0,0.0,30.0,9.9,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3
2024-01-26 04:00:00,0,13.2,88.0,12.0,0.0,0.0,30.0,10.5,0.0,0.0,0.0,0.0,0.0,1,0,0,0,4
2024-01-26 05:00:00,0,13.1,87.0,11.6,0.0,0.0,30.0,12.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,5
2024-01-26 06:00:00,0,13.0,85.0,11.3,0.0,0.0,30.0,12.7,0.0,0.0,0.0,0.0,0.0,1,0,0,0,6
2024-01-26 07:00:00,0,12.9,83.0,11.0,0.0,0.0,30.0,13.5,0.0,0.0,0.0,0.0,0.0,1,0,0,0,7
2024-01-26 08:00:00,4,12.8,83.0,10.7,0.0,0.0,30.0,14.0,1.0,0.0,0.0,1.0,0.0,1,0,0,0,8
2024-01-26 09:00:00,239,13.6,79.0,11.4,0.0,0.0,30.0,15.3,1.0,1576.91,18.0,46.0,132.0,1,0,4,0,9
2024-01-26 10:00:00,770,14.8,76.0,12.9,0.0,0.0,30.0,14.5,1.0,3600.0,113.0,98.0,411.6,1,0,239,4,10
2024-01-26 11:00:00,1148,15.8,73.0,14.0,0.0,0.0,30.0,14.8,1.0,3600.0,291.0,87.0,720.2,1,0,770,239,11
2024-01-26 12:00:00,1345,16.7,71.0,15.0,0.0,0.0,30.0,14.3,1.0,3600.0,335.0,127.0,680.4,1,0,1148,770,12
2024-01-26 13:00:00,1397,17.9,70.0,16.6,0.0,0.0,30.0,13.8,1.0,3600.0,384.0,129.0,719.8,1,0,1345,1148,13
2024-01-26 14:00:00,1384,18.7,69.0,17.8,0.0,0.0,30.0,12.8,1.0,3600.0,361.0,130.0,688.3,1,0,1397,1345,14
2024-01-26 15:00:00,1155,19.1,70.0,18.6,0.0,0.0,30.0,11.2,1.0,3600.0,265.0,149.0,568.5,1,0,1384,1397,15
2024-01-26 16:00:00,847,19.2,73.0,19.1,0.0,0.0,30.0,9.4,1.0,3600.0,182.0,119.0,502.3,1,0,1155,1384,16
2024-01-26 17:00:00,409,18.2,79.0,18.6,0.0,0.0,30.0,7.4,1.0,3600.0,85.0,75.0,386.0,1,0,847,1155,17
2024-01-26 18:00:00,59,16.1,86.0,16.4,0.0,0.0,30.0,6.8,0.0,387.18,10.0,20.0,94.4,1,0,409,847,18
2024-01-26 19:00:00,0,15.8,87.0,16.1,0.0,0.0,30.0,6.6,0.0,0.0,0.0,0.0,0.0,1,0,59,409,19
2024-01-26 20:00:00,0,14.1,90.0,13.4,0.0,0.0,30.0,10.0,0.0,0.0,0.0,0.0,0.0,1,0,0,59,20
2024-01-26 21:00:00,0,13.8,91.0,13.1,0.0,0.0,30.0,9.9,0.0,0.0,0.0,0.0,0.0,1,0,0,0,21
2024-01-26 22:00:00,0,14.6,90.0,14.5,0.0,0.0,30.0,7.1,0.0,0.0,0.0,0.0,0.0,1,0,0,0,22
2024-01-26 23:00:00,0,14.3,91.0,14.1,0.0,0.0,30.0,7.7,0.0,0.0,0.0,0.0,0.0,1,0,0,0,23
2024-01-27 00:00:00,0,13.6,94.0,13.2,0.0,0.0,30.0,8.4,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0
2024-01-27 01:00:00,0,13.6,92.0,12.7,0.0,0.0,30.0,10.9,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1
2024-01-27 02:00:00,0,13.1,93.0,12.1,0.0,0.0,30.0,10.9,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2
2024-01-27 03:00:00,0,12.6,94.0,11.5,0.0,0.0,30.0,10.8,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3
2024-01-27 04:00:00,0,11.9,95.0,10.8,0.0,0.0,30.0,10.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,4
2024-01-27 05:00:00,0,11.5,96.0,10.3,0.0,0.0,30.0,9.5,0.0,0.0,0.0,0.0,0.0,1,0,0,0,5
2024-01-27 06:00:00,0,11.2,96.0,10.1,0.0,0.0,30.0,9.2,0.0,0.0,0.0,0.0,0.0,1,0,0,0,6
2024-01-27 07:00:00,0,11.0,96.0,10.0,0.0,0.0,29.0,8.4,0.0,0.0,0.0,0.0,0.0,1,0,0,0,7
2024-01-27 08:00:00,5,10.8,96.0,9.7,0.0,0.0,30.0,8.4,1.0,0.0,0.0,1.0,0.0,1,0,0,0,8
2024-01-27 09:00:00,225,11.9,95.0,10.9,0.0,0.0,31.0,9.7,1.0,2676.32,26.0,44.0,188.8,1,0,5,0,9
2024-01-27 10:00:00,771,13.4,91.0,12.7,0.0,0.0,30.0,8.9,1.0,3600.0,71.0,117.0,256.0,1,0,225,5,10
2024-01-27 11:00:00,1229,15.2,83.0,14.7,0.0,0.0,30.0,8.9,1.0,3600.0,168.0,153.0,412.6,1,0,771,225,11
2024-01-27 12:00:00,1396,17.1,73.0,16.6,0.0,0.0,30.0,8.9,1.0,3600.0,261.0,172.0,526.4,1,0,1229,771,12
2024-01-27 13:00:00,1457,18.5,71.0,18.4,0.0,0.0,30.0,7.2,1.0,3600.0,185.0,228.0,344.4,1,0,1396,1229,13
2024-01-27 14:00:00,1414,19.1,67.0,18.9,0.0,0.0,30.0,7.7,1.0,3600.0,259.0,193.0,490.2,1,0,1457,1396,14
2024-01-27 15:00:00,1312,19.0,67.0,18.4,0.0,0.0,24.0,9.8,1.0,3600.0,232.0,169.0,493.5,1,0,1414,1457,15
2024-01-27 16:00:00,1059,18.2,68.0,17.5,0.0,0.0,8.0,10.0,1.0,3600.0,221.0,97.0,603.3,1,0,1312,1414,16
2024-01-27 17:00:00,558,17.0,78.0,16.9,0.0,0.0,27.0,7.1,1.0,3600.0,114.0,60.0,508.8,1,0,1059,1312,17
2024-01-27 18:00:00,69,14.9,90.0,15.0,0.0,0.0,50.0,6.6,0.0,828.83,14.0,19.0,129.8,1,0,558,1059,18
2024-01-27 19:00:00,0,14.9,94.0,15.0,0.0,0.0,49.0,8.7,0.0,0.0,0.0,0.0,0.0,1,0,69,558,19
2024-01-27 20:00:00,0,14.5,95.0,14.5,0.0,0.0,18.0,7.7,0.0,0.0,0.0,0.0,0.0,1,0,0,69,20
2024-01-27 21:00:00,0,14.0,95.0,13.9,0.0,0.0,5.0,7.9,0.0,0.0,0.0,0.0,0.0,1,0,0,0,21
2024-01-27 22:00:00,0,13.6,95.0,13.5,0.0,0.0,2.0,6.6,0.0,0.0,0.0,0.0,0.0,1,0,0,0,22
2024-01-27 23:00:00,0,11.6,97.0,10.6,0.0,0.0,11.0,9.1,0.0,0.0,0.0,0.0,0.0,1,0,0,0,23
2024-01-28 00:00:00,0,10.9,97.0,9.6,0.0,0.0,24.0,10.3,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0
2024-01-28 01:00:00,0,13.1,96.0,13.1,0.0,0.0,33.0,5.7,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1
2024-01-28 02:00:00,0,12.2,98.0,11.9,0.0,0.0,47.0,6.1,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2
2024-01-28 03:00:00,0,12.6,98.0,12.5,0.0,0.0,59.0,5.6,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3
2024-01-28 04:00:00,0,12.5,98.0,12.3,0.0,0.0,54.0,6.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,4
2024-01-28 05:00:00,0,13.3,97.0,13.2,0.0,0.0,100.0,6.9,0.0,0.0,0.0,0.0,0.0,1,0,0,0,5
2024-01-28 06:00:00,0,13.6,96.0,13.3,0.0,0.0,90.0,8.4,0.0,0.0,0.0,0.0,0.0,1,0,0,0,6
2024-01-28 07:00:00,0,13.6,98.0,13.1,0.0,0.0,100.0,10.2,0.0,0.0,0.0,0.0,0.0,1,0,0,0,7
2024-01-28 08:00:00,3,13.7,97.0,13.4,0.0,0.0,100.0,9.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,8
2024-01-28 09:00:00,134,14.1,94.0,13.7,0.0,0.0,100.0,9.2,1.0,0.0,2.0,32.0,14.4,1,0,3,0,9
2024-01-28 10:00:00,420,14.5,93.0,14.0,0.0,0.0,69.0,10.3,1.0,0.0,4.0,96.0,14.3,1,0,134,3,10
2024-01-28 11:00:00,606,15.2,89.0,14.9,0.0,0.0,54.0,9.5,1.0,27.46,25.0,185.0,60.9,1,0,420,134,11
2024-01-28 12:00:00,835,16.5,84.0,16.6,0.0,0.0,42.0,7.7,1.0,3600.0,115.0,228.0,230.3,1,0,606,420,12
2024-01-28 13:00:00,960,16.8,82.0,16.7,0.0,0.0,39.0,8.2,1.0,3600.0,102.0,248.0,188.6,1,0,835,606,13
2024-01-28 14:00:00,886,17.6,77.0,17.7,0.0,0.0,30.0,7.2,1.0,3600.0,131.0,244.0,246.1,1,0,960,835,14
2024-01-28 15:00:00,933,18.2,73.0,18.2,0.0,0.0,31.0,6.9,1.0,3600.0,136.0,214.0,286.9,1,0,886,960,15
2024-01-28 16:00:00,691,18.1,73.0,18.3,0.0,0.0,42.0,5.4,1.0,3600.0,72.0,172.0,194.5,1,0,933,886,16
2024-01-28 17:00:00,334,17.1,84.0,18.1,0.0,0.0,44.0,3.4,1.0,0.0,2.0,95.0,8.8,1,0,691,933,17
2024-01-28 18:00:00,42,14.9,88.0,15.2,0.0,0.0,31.0,4.7,0.0,0.0,2.0,21.0,18.2,1,0,334,691,18
2024-01-28 19:00:00,0,14.4,89.0,14.4,0.0,0.0,37.0,5.9,0.0,0.0,0.0,0.0,0.0,1,0,42,334,19
2024-01-28 20:00:00,0,14.3,91.0,14.2,0.0,0.0,56.0,7.4,0.0,0.0,0.0,0.0,0.0,1,0,0,42,20
2024-01-28 21:00:00,0,14.3,93.0,14.4,0.0,0.0,30.0,6.5,0.0,0.0,0.0,0.0,0.0,1,0,0,0,21
2024-01-28 22:00:00,0,13.0,95.0,12.8,0.0,0.0,38.0,6.2,0.0,0.0,0.0,0.0,0.0,1,0,0,0,22
2024-01-28 23:00:00,0,13.1,95.0,12.9,0.0,0.0,49.0,6.3,0.0,0.0,0.0,0.0,0.0,1,0,0,0,23
2024-01-29 00:00:00,0,12.7,95.0,12.3,0.0,0.0,31.0,6.7,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0
2024-01-29 01:00:00,0,12.4,95.0,11.7,0.0,0.0,35.0,8.5,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1
2024-01-29 02:00:00,0,12.0,94.0,11.2,0.0,0.0,57.0,8.1,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2
2024-01-29 03:00:00,0,11.7,94.0,10.8,0.0,0.0,31.0,7.9,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3
2024-01-29 04:00:00,0,10.4,96.0,9.5,0.0,0.0,33.0,5.9,0.0,0.0,0.0,0.0,0.0,1,0,0,0,4
2024-01-29 05:00:00,0,9.4,98.0,8.4,0.0,0.0,41.0,5.4,0.0,0.0,0.0,0.0,0.0,1,0,0,0,5
2024-01-29 06:00:00,0,10.1,98.0,9.2,0.0,0.0,77.0,6.1,0.0,0.0,0.0,0.0,0.0,1,0,0,0,6
2024-01-29 07:00:00,0,10.2,98.0,9.0,0.0,0.0,100.0,8.2,0.0,0.0,0.0,0.0,0.0,1,0,0,0,7
2024-01-29 08:00:00,2,10.0,97.0,9.1,0.0,0.0,100.0,5.1,1.0,0.0,0.0,1.0,0.0,1,0,0,0,8
2024-01-29 09:00:00,126,11.1,98.0,10.0,0.0,0.0,55.0,9.2,1.0,1739.03,19.0,49.0,135.2,1,0,2,0,9
2024-01-29 10:00:00,432,12.9,92.0,12.2,0.0,0.0,39.0,7.8,1.0,3600.0,76.0,120.0,268.4,1,0,126,2,10
2024-01-29 11:00:00,871,14.5,84.0,14.1,0.0,0.0,32.0,6.9,1.0,3600.0,137.0,169.0,331.2,1,0,432,126,11
2024-01-29 12:00:00,1237,16.5,76.0,16.9,0.0,0.0,31.0,2.2,1.0,3600.0,259.0,174.0,515.0,1,0,871,432,12
2024-01-29 13:00:00,1449,17.7,77.0,17.9,0.0,0.0,61.0,6.7,1.0,3600.0,321.0,155.0,589.3,1,0,1237,871,13
2024-01-29 14:00:00,1426,18.6,72.0,18.4,0.0,0.0,90.0,9.2,1.0,3600.0,353.0,140.0,658.3,1,0,1449,1237,14
2024-01-29 15:00:00,1287,18.4,74.0,17.8,0.0,0.0,34.0,12.4,1.0,3600.0,314.0,112.0,656.8,1,0,1426,1449,15
2024-01-29 16:00:00,1030,17.7,80.0,17.3,0.0,0.0,31.0,12.2,1.0,3600.0,199.0,96.0,531.7,1,0,1287,1426,16
2024-01-29 17:00:00,545,16.9,85.0,17.1,0.0,0.0,6.0,8.0,1.0,3600.0,72.0,74.0,310.6,1,0,1030,1287,17
2024-01-29 18:00:00,80,14.4,93.0,14.3,0.0,0.0,0.0,7.9,0.0,1208.08,17.0,18.0,152.2,1,0,545,1030,18
2024-01-29 19:00:00,0,14.7,91.0,14.7,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1,0,80,545,19
2024-01-29 20:00:00,0,14.1,93.0,14.0,0.0,0.0,0.0,7.1,0.0,0.0,0.0,0.0,0.0,1,0,0,80,20
2024-01-29 21:00:00,0,13.3,95.0,13.2,0.0,0.0,5.0,6.3,0.0,0.0,0.0,0.0,0.0,1,0,0,0,21
