"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|PT","25.04.2023 08:00 - 25.04.2023 09:00 (CET/CEST)","343","n/e","n/e","1803","0","n/e","n/e","n/e","n/e","906","533","703","65","n/e","n/e","19","n/e","137","n/e","0","977"
"BZN|PT","25.04.2023 09:00 - 25.04.2023 10:00 (CET/CEST)","341","n/e","n/e","1396","0","n/e","n/e","n/e","n/e","4","776","377","13","n/e","n/e","19","n/e","578","n/e","0","770"
"BZN|PT","25.04.2023 10:00 - 25.04.2023 11:00 (CET/CEST)","346","n/e","n/e","1135","0","n/e","n/e","n/e","n/e","0","727","264","5","n/e","n/e","20","n/e","1018","n/e","2","510"
"BZN|PT","25.04.2023 11:00 - 25.04.2023 12:00 (CET/CEST)","342","n/e","n/e","1283","0","n/e","n/e","n/e","n/e","0","864","166","5","n/e","n/e","20","n/e","1311","n/e","1","303"
"BZN|PT","25.04.2023 12:00 - 25.04.2023 13:00 (CET/CEST)","337","n/e","n/e","1255","0","n/e","n/e","n/e","n/e","0","883","160","56","n/e","n/e","19","n/e","1508","n/e","1","168"
"BZN|PT","25.04.2023 13:00 - 25.04.2023 14:00 (CET/CEST)","343","n/e","n/e","1473","0","n/e","n/e","n/e","n/e","0","976","126","44","n/e","n/e","18","n/e","1576","n/e","2","102"
"BZN|PT","25.04.2023 14:00 - 25.04.2023 15:00 (CET/CEST)","333","n/e","n/e","1343","0","n/e","n/e","n/e","n/e","0","1103","116","5","n/e","n/e","19","n/e","1588","n/e","2","163"
"BZN|PT","25.04.2023 15:00 - 25.04.2023 16:00 (CET/CEST)","333","n/e","n/e","1190","0","n/e","n/e","n/e","n/e","42","1156","120","5","n/e","n/e","20","n/e","1565","n/e","1","254"
"BZN|PT","25.04.2023 16:00 - 25.04.2023 17:00 (CET/CEST)","334","n/e","n/e","1083","0","n/e","n/e","n/e","n/e","0","1316","96","5","n/e","n/e","20","n/e","1488","n/e","1","514"
"BZN|PT","25.04.2023 17:00 - 25.04.2023 18:00 (CET/CEST)","334","n/e","n/e","1091","0","n/e","n/e","n/e","n/e","0","1426","91","5","n/e","n/e","20","n/e","1305","n/e","1","776"
"BZN|PT","25.04.2023 18:00 - 25.04.2023 19:00 (CET/CEST)","334","n/e","n/e","1265","0","n/e","n/e","n/e","n/e","0","1214","90","5","n/e","n/e","20","n/e","1009","n/e","0","850"
"BZN|PT","25.04.2023 19:00 - 25.04.2023 20:00 (CET/CEST)","334","n/e","n/e","1540","0","n/e","n/e","n/e","n/e","119","458","90","7","n/e","n/e","20","n/e","571","n/e","0","847"
"BZN|PT","25.04.2023 20:00 - 25.04.2023 21:00 (CET/CEST)","331","n/e","n/e","1690","0","n/e","n/e","n/e","n/e","1526","78","600","68","n/e","n/e","20","n/e","139","n/e","0","718"
"BZN|PT","25.04.2023 21:00 - 25.04.2023 22:00 (CET/CEST)","327","n/e","n/e","1777","0","n/e","n/e","n/e","n/e","2113","1","679","134","n/e","n/e","20","n/e","2","n/e","0","631"
"BZN|PT","25.04.2023 22:00 - 25.04.2023 23:00 (CET/CEST)","323","n/e","n/e","1879","0","n/e","n/e","n/e","n/e","1855","1","643","67","n/e","n/e","20","n/e","0","n/e","0","634"
"BZN|PT","25.04.2023 23:00 - 26.04.2023 00:00 (CET/CEST)","336","n/e","n/e","1867","0","n/e","n/e","n/e","n/e","601","2","418","66","n/e","n/e","20","n/e","0","n/e","0","563"
"BZN|PT","26.04.2023 00:00 - 26.04.2023 01:00 (CET/CEST)","344","n/e","n/e","1867","0","n/e","n/e","n/e","n/e","171","4","165","42","n/e","n/e","20","n/e","0","n/e","1","552"
"BZN|PT","26.04.2023 01:00 - 26.04.2023 02:00 (CET/CEST)","337","n/e","n/e","2075","0","n/e","n/e","n/e","n/e","70","7","144","5","n/e","n/e","20","n/e","0","n/e","0","533"
"BZN|PT","26.04.2023 02:00 - 26.04.2023 03:00 (CET/CEST)","336","n/e","n/e","2182","0","n/e","n/e","n/e","n/e","0","10","116","5","n/e","n/e","20","n/e","0","n/e","1","438"
"BZN|PT","26.04.2023 03:00 - 26.04.2023 04:00 (CET/CEST)","331","n/e","n/e","2112","0","n/e","n/e","n/e","n/e","0","123","67","5","n/e","n/e","20","n/e","0","n/e","0","372"
"BZN|PT","26.04.2023 04:00 - 26.04.2023 05:00 (CET/CEST)","317","n/e","n/e","2098","0","n/e","n/e","n/e","n/e","0","215","63","5","n/e","n/e","19","n/e","0","n/e","0","249"
"BZN|PT","26.04.2023 05:00 - 26.04.2023 06:00 (CET/CEST)","315","n/e","n/e","2136","0","n/e","n/e","n/e","n/e","6","60","61","5","n/e","n/e","18","n/e","0","n/e","0","192"
"BZN|PT","26.04.2023 06:00 - 26.04.2023 07:00 (CET/CEST)","315","n/e","n/e","2177","0","n/e","n/e","n/e","n/e","442","17","76","5","n/e","n/e","18","n/e","0","n/e","0","197"
"BZN|PT","26.04.2023 07:00 - 26.04.2023 08:00 (CET/CEST)","316","n/e","n/e","2184","0","n/e","n/e","n/e","n/e","1579","7","475","68","n/e","n/e","18","n/e","2","n/e","0","180"
"BZN|PT","26.04.2023 08:00 - 26.04.2023 09:00 (CET/CEST)","312","n/e","n/e","2224","0","n/e","n/e","n/e","n/e","1678","3","892","68","n/e","n/e","18","n/e","134","n/e","0","105"
"BZN|PT","26.04.2023 09:00 - 26.04.2023 10:00 (CET/CEST)","308","n/e","n/e","2181","0","n/e","n/e","n/e","n/e","463","280","610","10","n/e","n/e","18","n/e","582","n/e","0","55"
"BZN|PT","26.04.2023 10:00 - 26.04.2023 11:00 (CET/CEST)","308","n/e","n/e","2197","0","n/e","n/e","n/e","n/e","9","499","546","5","n/e","n/e","18","n/e","994","n/e","0","26"
"BZN|PT","26.04.2023 11:00 - 26.04.2023 12:00 (CET/CEST)","315","n/e","n/e","2034","0","n/e","n/e","n/e","n/e","61","140","209","5","n/e","n/e","19","n/e","1269","n/e","0","11"
"BZN|PT","26.04.2023 12:00 - 26.04.2023 13:00 (CET/CEST)","316","n/e","n/e","1802","0","n/e","n/e","n/e","n/e","9","45","118","5","n/e","n/e","18","n/e","1437","n/e","0","30"
"BZN|PT","26.04.2023 13:00 - 26.04.2023 14:00 (CET/CEST)","308","n/e","n/e","1693","0","n/e","n/e","n/e","n/e","66","175","89","5","n/e","n/e","18","n/e","1490","n/e","0","104"
"BZN|PT","26.04.2023 14:00 - 26.04.2023 15:00 (CET/CEST)","303","n/e","n/e","1762","0","n/e","n/e","n/e","n/e","0","243","82","5","n/e","n/e","18","n/e","1476","n/e","0","227"
"BZN|PT","26.04.2023 15:00 - 26.04.2023 16:00 (CET/CEST)","297","n/e","n/e","1818","0","n/e","n/e","n/e","n/e","165","434","237","6","n/e","n/e","18","n/e","1432","n/e","0","314"
"BZN|PT","26.04.2023 16:00 - 26.04.2023 17:00 (CET/CEST)","291","n/e","n/e","1648","0","n/e","n/e","n/e","n/e","281","438","249","125","n/e","n/e","19","n/e","1362","n/e","0","438"
"BZN|PT","26.04.2023 17:00 - 26.04.2023 18:00 (CET/CEST)","286","n/e","n/e","1788","0","n/e","n/e","n/e","n/e","159","258","88","80","n/e","n/e","19","n/e","1162","n/e","0","543"
"BZN|PT","26.04.2023 18:00 - 26.04.2023 19:00 (CET/CEST)","294","n/e","n/e","1888","0","n/e","n/e","n/e","n/e","0","322","175","5","n/e","n/e","19","n/e","885","n/e","2","550"
"BZN|PT","26.04.2023 19:00 - 26.04.2023 20:00 (CET/CEST)","289","n/e","n/e","1984","0","n/e","n/e","n/e","n/e","338","39","211","6","n/e","n/e","19","n/e","461","n/e","2","425"
"BZN|PT","26.04.2023 20:00 - 26.04.2023 21:00 (CET/CEST)","287","n/e","n/e","1995","0","n/e","n/e","n/e","n/e","2106","1","551","182","n/e","n/e","19","n/e","94","n/e","2","354"
"BZN|PT","26.04.2023 21:00 - 26.04.2023 22:00 (CET/CEST)","286","n/e","n/e","2008","0","n/e","n/e","n/e","n/e","2328","1","975","446","n/e","n/e","19","n/e","2","n/e","4","397"
"BZN|PT","26.04.2023 22:00 - 26.04.2023 23:00 (CET/CEST)","282","n/e","n/e","1984","0","n/e","n/e","n/e","n/e","1742","1","658","130","n/e","n/e","19","n/e","0","n/e","4","399"
"BZN|PT","26.04.2023 23:00 - 27.04.2023 00:00 (CET/CEST)","280","n/e","n/e","1961","0","n/e","n/e","n/e","n/e","446","4","386","84","n/e","n/e","19","n/e","0","n/e","4","380"
"BZN|PT","27.04.2023 00:00 - 27.04.2023 01:00 (CET/CEST)","284","n/e","n/e","1924","0","n/e","n/e","n/e","n/e","27","7","311","14","n/e","n/e","19","n/e","0","n/e","4","318"
"BZN|PT","27.04.2023 01:00 - 27.04.2023 02:00 (CET/CEST)","287","n/e","n/e","1898","0","n/e","n/e","n/e","n/e","0","7","129","5","n/e","n/e","19","n/e","0","n/e","2","302"
"BZN|PT","27.04.2023 02:00 - 27.04.2023 03:00 (CET/CEST)","295","n/e","n/e","1875","0","n/e","n/e","n/e","n/e","0","93","56","5","n/e","n/e","19","n/e","0","n/e","1","255"
"BZN|PT","27.04.2023 03:00 - 27.04.2023 04:00 (CET/CEST)","297","n/e","n/e","1815","0","n/e","n/e","n/e","n/e","0","46","51","5","n/e","n/e","19","n/e","0","n/e","1","209"
"BZN|PT","27.04.2023 04:00 - 27.04.2023 05:00 (CET/CEST)","301","n/e","n/e","1955","0","n/e","n/e","n/e","n/e","0","10","54","5","n/e","n/e","19","n/e","0","n/e","1","113"
"BZN|PT","27.04.2023 05:00 - 27.04.2023 06:00 (CET/CEST)","296","n/e","n/e","1984","0","n/e","n/e","n/e","n/e","86","7","62","5","n/e","n/e","18","n/e","0","n/e","2","100"
"BZN|PT","27.04.2023 06:00 - 27.04.2023 07:00 (CET/CEST)","294","n/e","n/e","1919","0","n/e","n/e","n/e","n/e","460","13","355","5","n/e","n/e","18","n/e","0","n/e","1","127"
"BZN|PT","27.04.2023 07:00 - 27.04.2023 08:00 (CET/CEST)","304","n/e","n/e","1721","0","n/e","n/e","n/e","n/e","1771","2","724","229","n/e","n/e","19","n/e","2","n/e","2","141"
"BZN|PT","27.04.2023 08:00 - 27.04.2023 09:00 (CET/CEST)","303","n/e","n/e","1635","0","n/e","n/e","n/e","n/e","1534","1","982","126","n/e","n/e","18","n/e","117","n/e","1","150"
"BZN|PT","27.04.2023 09:00 - 27.04.2023 10:00 (CET/CEST)","305","n/e","n/e","1615","0","n/e","n/e","n/e","n/e","183","110","246","15","n/e","n/e","18","n/e","453","n/e","0","182"
"BZN|PT","27.04.2023 10:00 - 27.04.2023 11:00 (CET/CEST)","311","n/e","n/e","1421","0","n/e","n/e","n/e","n/e","24","292","496","5","n/e","n/e","19","n/e","859","n/e","0","108"
"BZN|PT","27.04.2023 11:00 - 27.04.2023 12:00 (CET/CEST)","317","n/e","n/e","1454","0","n/e","n/e","n/e","n/e","26","419","494","5","n/e","n/e","19","n/e","1196","n/e","0","109"
"BZN|PT","27.04.2023 12:00 - 27.04.2023 13:00 (CET/CEST)","314","n/e","n/e","1607","0","n/e","n/e","n/e","n/e","0","568","292","5","n/e","n/e","19","n/e","1382","n/e","1","127"
"BZN|PT","27.04.2023 13:00 - 27.04.2023 14:00 (CET/CEST)","331","n/e","n/e","1799","0","n/e","n/e","n/e","n/e","0","644","220","5","n/e","n/e","20","n/e","1436","n/e","1","138"
"BZN|PT","27.04.2023 14:00 - 27.04.2023 15:00 (CET/CEST)","330","n/e","n/e","1909","0","n/e","n/e","n/e","n/e","0","667","217","5","n/e","n/e","19","n/e","1412","n/e","1","167"
"BZN|PT","27.04.2023 15:00 - 27.04.2023 16:00 (CET/CEST)","316","n/e","n/e","1911","0","n/e","n/e","n/e","n/e","0","374","83","5","n/e","n/e","19","n/e","1342","n/e","1","190"
"BZN|PT","27.04.2023 16:00 - 27.04.2023 17:00 (CET/CEST)","324","n/e","n/e","1922","0","n/e","n/e","n/e","n/e","0","373","84","5","n/e","n/e","20","n/e","1262","n/e","1","232"
"BZN|PT","27.04.2023 17:00 - 27.04.2023 18:00 (CET/CEST)","320","n/e","n/e","1986","0","n/e","n/e","n/e","n/e","0","60","82","5","n/e","n/e","19","n/e","1092","n/e","1","268"
"BZN|PT","27.04.2023 18:00 - 27.04.2023 19:00 (CET/CEST)","325","n/e","n/e","1893","0","n/e","n/e","n/e","n/e","47","2","88","5","n/e","n/e","20","n/e","878","n/e","2","337"
"BZN|PT","27.04.2023 19:00 - 27.04.2023 20:00 (CET/CEST)","329","n/e","n/e","1902","0","n/e","n/e","n/e","n/e","217","2","362","21","n/e","n/e","20","n/e","522","n/e","3","453"
"BZN|PT","27.04.2023 20:00 - 27.04.2023 21:00 (CET/CEST)","336","n/e","n/e","2014","0","n/e","n/e","n/e","n/e","1803","1","754","338","n/e","n/e","20","n/e","133","n/e","5","435"
"BZN|PT","27.04.2023 21:00 - 27.04.2023 22:00 (CET/CEST)","344","n/e","n/e","2000","0","n/e","n/e","n/e","n/e","1801","1","841","247","n/e","n/e","20","n/e","3","n/e","6","469"
"BZN|PT","27.04.2023 22:00 - 27.04.2023 23:00 (CET/CEST)","347","n/e","n/e","1988","0","n/e","n/e","n/e","n/e","1217","1","705","174","n/e","n/e","20","n/e","0","n/e","9","448"
"BZN|PT","27.04.2023 23:00 - 28.04.2023 00:00 (CET/CEST)","343","n/e","n/e","1850","0","n/e","n/e","n/e","n/e","437","2","593","68","n/e","n/e","20","n/e","0","n/e","16","403"
"BZN|PT","28.04.2023 00:00 - 28.04.2023 01:00 (CET/CEST)","338","n/e","n/e","1846","0","n/e","n/e","n/e","n/e","208","3","536","34","n/e","n/e","20","n/e","0","n/e","15","413"
"BZN|PT","28.04.2023 01:00 - 28.04.2023 02:00 (CET/CEST)","354","n/e","n/e","1817","0","n/e","n/e","n/e","n/e","113","10","387","5","n/e","n/e","20","n/e","0","n/e","13","476"
"BZN|PT","28.04.2023 02:00 - 28.04.2023 03:00 (CET/CEST)","350","n/e","n/e","1845","0","n/e","n/e","n/e","n/e","92","10","298","5","n/e","n/e","20","n/e","0","n/e","13","356"
"BZN|PT","28.04.2023 03:00 - 28.04.2023 04:00 (CET/CEST)","350","n/e","n/e","1980","0","n/e","n/e","n/e","n/e","116","15","306","5","n/e","n/e","20","n/e","0","n/e","12","334"
"BZN|PT","28.04.2023 04:00 - 28.04.2023 05:00 (CET/CEST)","351","n/e","n/e","1957","0","n/e","n/e","n/e","n/e","0","90","235","5","n/e","n/e","20","n/e","0","n/e","7","425"
"BZN|PT","28.04.2023 05:00 - 28.04.2023 06:00 (CET/CEST)","350","n/e","n/e","2070","0","n/e","n/e","n/e","n/e","0","95","202","5","n/e","n/e","19","n/e","0","n/e","3","389"
"BZN|PT","28.04.2023 06:00 - 28.04.2023 07:00 (CET/CEST)","344","n/e","n/e","2213","0","n/e","n/e","n/e","n/e","270","14","175","6","n/e","n/e","19","n/e","0","n/e","3","319"
"BZN|PT","28.04.2023 07:00 - 28.04.2023 08:00 (CET/CEST)","348","n/e","n/e","2206","0","n/e","n/e","n/e","n/e","573","12","574","88","n/e","n/e","19","n/e","2","n/e","8","333"
"BZN|PT","28.04.2023 08:00 - 28.04.2023 09:00 (CET/CEST)","351","n/e","n/e","2234","0","n/e","n/e","n/e","n/e","249","10","644","135","n/e","n/e","18","n/e","126","n/e","13","335"
"BZN|PT","28.04.2023 09:00 - 28.04.2023 10:00 (CET/CEST)","357","n/e","n/e","2220","0","n/e","n/e","n/e","n/e","249","10","334","29","n/e","n/e","19","n/e","448","n/e","12","408"
"BZN|PT","28.04.2023 10:00 - 28.04.2023 11:00 (CET/CEST)","350","n/e","n/e","2097","0","n/e","n/e","n/e","n/e","0","5","258","5","n/e","n/e","19","n/e","789","n/e","9","409"
"BZN|PT","28.04.2023 11:00 - 28.04.2023 12:00 (CET/CEST)","345","n/e","n/e","1919","0","n/e","n/e","n/e","n/e","0","154","222","5","n/e","n/e","19","n/e","1028","n/e","6","379"
"BZN|PT","28.04.2023 12:00 - 28.04.2023 13:00 (CET/CEST)","349","n/e","n/e","1809","0","n/e","n/e","n/e","n/e","0","208","246","5","n/e","n/e","20","n/e","1144","n/e","3","368"
"BZN|PT","28.04.2023 13:00 - 28.04.2023 14:00 (CET/CEST)","357","n/e","n/e","1720","0","n/e","n/e","n/e","n/e","0","588","278","5","n/e","n/e","20","n/e","1289","n/e","2","384"
"BZN|PT","28.04.2023 14:00 - 28.04.2023 15:00 (CET/CEST)","355","n/e","n/e","1716","0","n/e","n/e","n/e","n/e","0","788","247","5","n/e","n/e","20","n/e","1324","n/e","2","491"
"BZN|PT","28.04.2023 15:00 - 28.04.2023 16:00 (CET/CEST)","367","n/e","n/e","1469","0","n/e","n/e","n/e","n/e","0","500","159","5","n/e","n/e","23","n/e","1247","n/e","3","519"
"BZN|PT","28.04.2023 16:00 - 28.04.2023 17:00 (CET/CEST)","363","n/e","n/e","1560","0","n/e","n/e","n/e","n/e","0","669","160","10","n/e","n/e","22","n/e","1180","n/e","6","716"
"BZN|PT","28.04.2023 17:00 - 28.04.2023 18:00 (CET/CEST)","366","n/e","n/e","1687","0","n/e","n/e","n/e","n/e","0","755","119","10","n/e","n/e","23","n/e","867","n/e","4","1022"
"BZN|PT","28.04.2023 18:00 - 28.04.2023 19:00 (CET/CEST)","366","n/e","n/e","1806","0","n/e","n/e","n/e","n/e","12","290","307","17","n/e","n/e","23","n/e","552","n/e","4","1116"
"BZN|PT","28.04.2023 19:00 - 28.04.2023 20:00 (CET/CEST)","365","n/e","n/e","1796","0","n/e","n/e","n/e","n/e","939","2","459","46","n/e","n/e","23","n/e","282","n/e","4","1229"
"BZN|PT","28.04.2023 20:00 - 28.04.2023 21:00 (CET/CEST)","366","n/e","n/e","1781","0","n/e","n/e","n/e","n/e","1642","2","1202","185","n/e","n/e","23","n/e","115","n/e","3","1406"
"BZN|PT","28.04.2023 21:00 - 28.04.2023 22:00 (CET/CEST)","367","n/e","n/e","1803","0","n/e","n/e","n/e","n/e","1213","139","1329","221","n/e","n/e","23","n/e","5","n/e","4","1570"
"BZN|PT","28.04.2023 22:00 - 28.04.2023 23:00 (CET/CEST)","369","n/e","n/e","1714","0","n/e","n/e","n/e","n/e","881","519","1057","159","n/e","n/e","23","n/e","0","n/e","2","1803"
"BZN|PT","28.04.2023 23:00 - 29.04.2023 00:00 (CET/CEST)","370","n/e","n/e","1697","0","n/e","n/e","n/e","n/e","78","683","983","27","n/e","n/e","23","n/e","0","n/e","1","1878"
"BZN|PT","29.04.2023 00:00 - 29.04.2023 01:00 (CET/CEST)","373","n/e","n/e","1662","0","n/e","n/e","n/e","n/e","0","733","807","5","n/e","n/e","23","n/e","0","n/e","0","1750"
"BZN|PT","29.04.2023 01:00 - 29.04.2023 02:00 (CET/CEST)","373","n/e","n/e","1440","0","n/e","n/e","n/e","n/e","0","325","579","5","n/e","n/e","24","n/e","0","n/e","0","1580"
"BZN|PT","29.04.2023 02:00 - 29.04.2023 03:00 (CET/CEST)","371","n/e","n/e","1464","0","n/e","n/e","n/e","n/e","0","106","203","5","n/e","n/e","23","n/e","0","n/e","0","1393"
"BZN|PT","29.04.2023 03:00 - 29.04.2023 04:00 (CET/CEST)","370","n/e","n/e","1478","0","n/e","n/e","n/e","n/e","0","14","56","4","n/e","n/e","23","n/e","0","n/e","0","1298"
"BZN|PT","29.04.2023 04:00 - 29.04.2023 05:00 (CET/CEST)","371","n/e","n/e","1364","0","n/e","n/e","n/e","n/e","0","15","48","2","n/e","n/e","24","n/e","0","n/e","0","1260"
"BZN|PT","29.04.2023 05:00 - 29.04.2023 06:00 (CET/CEST)","369","n/e","n/e","1311","0","n/e","n/e","n/e","n/e","0","40","49","4","n/e","n/e","23","n/e","0","n/e","0","1465"
"BZN|PT","29.04.2023 06:00 - 29.04.2023 07:00 (CET/CEST)","366","n/e","n/e","1367","0","n/e","n/e","n/e","n/e","0","131","50","5","n/e","n/e","22","n/e","0","n/e","0","1668"
"BZN|PT","29.04.2023 07:00 - 29.04.2023 08:00 (CET/CEST)","365","n/e","n/e","1429","0","n/e","n/e","n/e","n/e","0","149","62","69","n/e","n/e","23","n/e","2","n/e","0","1739"
"BZN|PT","29.04.2023 08:00 - 29.04.2023 09:00 (CET/CEST)","362","n/e","n/e","1420","0","n/e","n/e","n/e","n/e","0","279","75","69","n/e","n/e","23","n/e","91","n/e","0","1729"
"BZN|PT","29.04.2023 09:00 - 29.04.2023 10:00 (CET/CEST)","368","n/e","n/e","1469","0","n/e","n/e","n/e","n/e","8","121","91","9","n/e","n/e","23","n/e","348","n/e","0","1437"
"BZN|PT","29.04.2023 10:00 - 29.04.2023 11:00 (CET/CEST)","366","n/e","n/e","1106","0","n/e","n/e","n/e","n/e","116","62","125","5","n/e","n/e","23","n/e","713","n/e","0","1078"
"BZN|PT","29.04.2023 11:00 - 29.04.2023 12:00 (CET/CEST)","358","n/e","n/e","868","0","n/e","n/e","n/e","n/e","107","388","191","5","n/e","n/e","23","n/e","991","n/e","0","1094"
"BZN|PT","29.04.2023 12:00 - 29.04.2023 13:00 (CET/CEST)","358","n/e","n/e","520","0","n/e","n/e","n/e","n/e","104","736","205","5","n/e","n/e","23","n/e","1284","n/e","0","1193"
"BZN|PT","29.04.2023 13:00 - 29.04.2023 14:00 (CET/CEST)","357","n/e","n/e","424","0","n/e","n/e","n/e","n/e","148","685","242","5","n/e","n/e","23","n/e","1372","n/e","0","1279"
"BZN|PT","29.04.2023 14:00 - 29.04.2023 15:00 (CET/CEST)","368","n/e","n/e","430","0","n/e","n/e","n/e","n/e","172","793","241","5","n/e","n/e","23","n/e","1350","n/e","0","1454"
"BZN|PT","29.04.2023 15:00 - 29.04.2023 16:00 (CET/CEST)","369","n/e","n/e","464","0","n/e","n/e","n/e","n/e","322","872","335","5","n/e","n/e","23","n/e","1362","n/e","0","1572"
"BZN|PT","29.04.2023 16:00 - 29.04.2023 17:00 (CET/CEST)","370","n/e","n/e","471","0","n/e","n/e","n/e","n/e","355","924","329","5","n/e","n/e","23","n/e","1371","n/e","0","1457"
"BZN|PT","29.04.2023 17:00 - 29.04.2023 18:00 (CET/CEST)","372","n/e","n/e","477","0","n/e","n/e","n/e","n/e","194","801","218","5","n/e","n/e","23","n/e","1231","n/e","2","1678"
"BZN|PT","29.04.2023 18:00 - 29.04.2023 19:00 (CET/CEST)","368","n/e","n/e","477","0","n/e","n/e","n/e","n/e","330","885","197","35","n/e","n/e","23","n/e","929","n/e","4","1961"
"BZN|PT","29.04.2023 19:00 - 29.04.2023 20:00 (CET/CEST)","368","n/e","n/e","578","0","n/e","n/e","n/e","n/e","304","673","175","35","n/e","n/e","23","n/e","498","n/e","5","2188"
"BZN|PT","29.04.2023 20:00 - 29.04.2023 21:00 (CET/CEST)","372","n/e","n/e","792","0","n/e","n/e","n/e","n/e","505","292","301","44","n/e","n/e","24","n/e","121","n/e","7","2479"
"BZN|PT","29.04.2023 21:00 - 29.04.2023 22:00 (CET/CEST)","370","n/e","n/e","817","0","n/e","n/e","n/e","n/e","1061","272","541","103","n/e","n/e","24","n/e","3","n/e","13","2590"
"BZN|PT","29.04.2023 22:00 - 29.04.2023 23:00 (CET/CEST)","367","n/e","n/e","817","0","n/e","n/e","n/e","n/e","477","118","588","35","n/e","n/e","23","n/e","0","n/e","15","2549"
"BZN|PT","29.04.2023 23:00 - 30.04.2023 00:00 (CET/CEST)","367","n/e","n/e","809","0","n/e","n/e","n/e","n/e","222","180","439","7","n/e","n/e","23","n/e","0","n/e","14","2441"
"BZN|PT","30.04.2023 00:00 - 30.04.2023 01:00 (CET/CEST)","367","n/e","n/e","589","0","n/e","n/e","n/e","n/e","115","240","345","5","n/e","n/e","23","n/e","0","n/e","14","2233"
"BZN|PT","30.04.2023 01:00 - 30.04.2023 02:00 (CET/CEST)","367","n/e","n/e","160","0","n/e","n/e","n/e","n/e","164","8","304","5","n/e","n/e","24","n/e","0","n/e","9","2011"
"BZN|PT","30.04.2023 02:00 - 30.04.2023 03:00 (CET/CEST)","364","n/e","n/e","160","0","n/e","n/e","n/e","n/e","104","22","256","5","n/e","n/e","23","n/e","0","n/e","7","1680"
"BZN|PT","30.04.2023 03:00 - 30.04.2023 04:00 (CET/CEST)","359","n/e","n/e","160","0","n/e","n/e","n/e","n/e","208","22","298","5","n/e","n/e","23","n/e","0","n/e","4","1574"
"BZN|PT","30.04.2023 04:00 - 30.04.2023 05:00 (CET/CEST)","364","n/e","n/e","156","0","n/e","n/e","n/e","n/e","60","241","302","5","n/e","n/e","23","n/e","0","n/e","5","1585"
"BZN|PT","30.04.2023 05:00 - 30.04.2023 06:00 (CET/CEST)","363","n/e","n/e","156","0","n/e","n/e","n/e","n/e","132","246","189","5","n/e","n/e","22","n/e","0","n/e","6","1605"
"BZN|PT","30.04.2023 06:00 - 30.04.2023 07:00 (CET/CEST)","363","n/e","n/e","157","0","n/e","n/e","n/e","n/e","130","362","201","7","n/e","n/e","22","n/e","0","n/e","4","1493"
"BZN|PT","30.04.2023 07:00 - 30.04.2023 08:00 (CET/CEST)","361","n/e","n/e","158","0","n/e","n/e","n/e","n/e","200","244","229","70","n/e","n/e","23","n/e","2","n/e","4","1229"
"BZN|PT","30.04.2023 08:00 - 30.04.2023 09:00 (CET/CEST)","363","n/e","n/e","157","0","n/e","n/e","n/e","n/e","151","486","237","69","n/e","n/e","23","n/e","97","n/e","7","1178"
"BZN|PT","30.04.2023 09:00 - 30.04.2023 10:00 (CET/CEST)","368","n/e","n/e","156","0","n/e","n/e","n/e","n/e","97","1458","287","10","n/e","n/e","23","n/e","336","n/e","6","1125"
"BZN|PT","30.04.2023 10:00 - 30.04.2023 11:00 (CET/CEST)","366","n/e","n/e","155","0","n/e","n/e","n/e","n/e","107","1210","321","27","n/e","n/e","23","n/e","698","n/e","16","976"
"BZN|PT","30.04.2023 11:00 - 30.04.2023 12:00 (CET/CEST)","365","n/e","n/e","154","0","n/e","n/e","n/e","n/e","330","1202","237","81","n/e","n/e","23","n/e","1098","n/e","10","801"
"BZN|PT","30.04.2023 12:00 - 30.04.2023 13:00 (CET/CEST)","365","n/e","n/e","149","0","n/e","n/e","n/e","n/e","224","1107","356","28","n/e","n/e","23","n/e","1332","n/e","5","672"
"BZN|PT","30.04.2023 13:00 - 30.04.2023 14:00 (CET/CEST)","371","n/e","n/e","148","0","n/e","n/e","n/e","n/e","255","1186","310","78","n/e","n/e","24","n/e","1523","n/e","11","573"
"BZN|PT","30.04.2023 14:00 - 30.04.2023 15:00 (CET/CEST)","366","n/e","n/e","150","0","n/e","n/e","n/e","n/e","127","1277","242","37","n/e","n/e","23","n/e","1608","n/e","9","609"
